Index,x,y,z,motor_positions
0,38.5,37.4,-12.100000000000001,-80909
1,42.9,36.300000000000004,-8.8,-80909
2,51.7,31.900000000000002,-4.4,-80909
3,42.9,42.9,1.1,-80909
4,46.2,33.0,-8.8,-80909
5,45.10000000000001,31.900000000000002,-13.200000000000001,-80909
6,41.8,36.300000000000004,-12.100000000000001,-80909
7,41.8,41.8,-7.700000000000001,-80909
8,48.400000000000006,45.10000000000001,-3.3000000000000003,-80909
9,44.0,46.2,3.3000000000000003,-80909
10,47.300000000000004,42.9,-9.9,-80909
11,37.4,45.10000000000001,-8.8,-80909
12,46.2,40.7,-7.700000000000001,-80909
13,40.7,37.4,-1.1,-80909
14,47.300000000000004,37.4,-11.0,-80909
15,39.6,30.800000000000004,6.6000000000000005,-80909
16,48.400000000000006,42.9,-9.9,-80909
17,45.10000000000001,45.10000000000001,-1.1,-80909
18,48.400000000000006,41.8,-6.6000000000000005,-80909
19,48.400000000000006,56.1,-13.200000000000001,-80909
20,51.7,41.8,-14.3,-80909
21,45.10000000000001,36.300000000000004,-15.400000000000002,-80909
22,34.1,42.9,-11.0,-80909
23,45.10000000000001,44.0,-4.4,-80909
24,45.10000000000001,34.1,-6.6000000000000005,-80909
25,49.50000000000001,41.8,-12.100000000000001,-80909
26,49.50000000000001,47.300000000000004,-12.100000000000001,-80909
27,45.10000000000001,42.9,-8.8,-80909
28,41.8,34.1,-6.6000000000000005,-80909
29,39.6,45.10000000000001,-5.5,-80909
30,40.7,44.0,-1.1,-80909
31,46.2,39.6,-12.100000000000001,-80909
32,44.0,49.50000000000001,-19.8,-80909
33,46.2,34.1,5.5,-80909
34,44.0,46.2,-12.100000000000001,-80909
35,39.6,41.8,-5.5,-80909
36,47.300000000000004,39.6,-9.9,-80909
37,53.900000000000006,36.300000000000004,-7.700000000000001,-80909
38,42.9,38.5,-4.4,-80909
39,46.2,39.6,-3.3000000000000003,-80909
40,42.9,39.6,3.3000000000000003,-80909
41,39.6,39.6,-6.6000000000000005,-80909
42,35.2,27.5,-12.100000000000001,-80909
43,48.400000000000006,33.0,-9.9,-80909
44,49.50000000000001,39.6,-16.5,-80909
45,47.300000000000004,41.8,-11.0,-80909
46,44.0,40.7,-1.1,-80909
47,48.400000000000006,44.0,3.3000000000000003,-80909
48,45.10000000000001,50.6,-2.2,-80909
49,49.50000000000001,39.6,-6.6000000000000005,-80909
50,45.10000000000001,40.7,-4.4,-80909
51,37.4,37.4,-8.8,-80909
52,41.8,41.8,-12.100000000000001,-80909
53,50.6,50.6,-11.0,-80909
54,30.800000000000004,42.9,-12.100000000000001,-80909
55,51.7,44.0,-12.100000000000001,-80909
56,50.6,36.300000000000004,-9.9,-80909
57,45.10000000000001,44.0,-1.1,-80909
58,50.6,45.10000000000001,-11.0,-80909
59,56.1,40.7,-6.6000000000000005,-80909
60,47.300000000000004,44.0,-1.1,-80909
61,48.400000000000006,48.400000000000006,-5.5,-80909
62,39.6,42.9,-13.200000000000001,-80909
63,44.0,40.7,-12.100000000000001,-80909
64,44.0,46.2,-15.400000000000002,-80909
65,47.300000000000004,37.4,-5.5,-80909
66,42.9,45.10000000000001,-6.6000000000000005,-80909
67,37.4,36.300000000000004,1.1,-80909
68,44.0,47.300000000000004,0.0,-80909
69,45.10000000000001,41.8,-9.9,-80909
70,39.6,38.5,5.5,-80909
71,33.0,44.0,1.1,-80909
72,46.2,38.5,-9.9,-80909
73,49.50000000000001,41.8,-9.9,-80909
74,42.9,40.7,-15.400000000000002,-80909
75,41.8,37.4,-8.8,-80909
76,36.300000000000004,37.4,-7.700000000000001,-80909
77,49.50000000000001,36.300000000000004,-5.5,-80909
78,57.2,37.4,-8.8,-80909
79,53.900000000000006,42.9,-11.0,-80909
80,44.0,36.300000000000004,-12.100000000000001,-80909
81,56.1,28.6,-7.700000000000001,-80909
82,47.300000000000004,47.300000000000004,-19.8,-80909
83,52.800000000000004,31.900000000000002,-2.2,-80909
84,42.9,31.900000000000002,-6.6000000000000005,-80909
85,42.9,38.5,-14.3,-80909
86,40.7,35.2,-7.700000000000001,-80909
87,39.6,34.1,-6.6000000000000005,-80909
88,46.2,41.8,-17.6,-80909
89,47.300000000000004,33.0,-13.200000000000001,-80909
90,45.10000000000001,35.2,-2.2,-80909
91,48.400000000000006,44.0,-19.8,-80909
92,51.7,35.2,-18.7,-80909
93,48.400000000000006,41.8,-15.400000000000002,-80909
94,47.300000000000004,48.400000000000006,-14.3,-80909
95,42.9,35.2,-7.700000000000001,-80909
96,44.0,48.400000000000006,-4.4,-80909
97,41.8,40.7,-9.9,-80909
98,42.9,46.2,-6.6000000000000005,-80909
99,45.10000000000001,37.4,-5.5,-80909
100,39.6,39.6,-1.1,-80909
101,40.7,48.400000000000006,-8.8,-80909
102,40.7,39.6,-5.5,-80909
103,38.5,41.8,-9.9,-80909
104,42.9,27.5,-6.6000000000000005,-80909
105,52.800000000000004,37.4,-4.4,-80909
106,44.0,41.8,-6.6000000000000005,-80909
107,49.50000000000001,46.2,-8.8,-80909
108,48.400000000000006,42.9,-8.8,-80909
109,44.0,40.7,-6.6000000000000005,-80909
110,38.5,34.1,2.2,-80909
111,44.0,33.0,-9.9,-80909
112,45.10000000000001,38.5,-13.200000000000001,-80909
113,48.400000000000006,39.6,-3.3000000000000003,-80909
114,45.10000000000001,37.4,-8.8,-80909
115,45.10000000000001,30.800000000000004,2.2,-80909
116,42.9,44.0,-13.200000000000001,-80909
117,45.10000000000001,42.9,-7.700000000000001,-80909
118,42.9,46.2,-13.200000000000001,-80909
119,45.10000000000001,39.6,-14.3,-80909
120,38.5,39.6,8.8,-80909
121,38.5,38.5,1.1,-80909
122,41.8,45.10000000000001,-8.8,-80909
123,41.8,36.300000000000004,-5.5,-80909
124,40.7,36.300000000000004,-9.9,-80909
125,51.7,36.300000000000004,-9.9,-80909
126,42.9,38.5,6.6000000000000005,-80909
127,49.50000000000001,37.4,-14.3,-80909
128,38.5,46.2,4.4,-80909
129,29.7,45.10000000000001,-11.0,-80909
130,50.6,40.7,-16.5,-80909
131,41.8,52.800000000000004,-3.3000000000000003,-80909
132,42.9,38.5,-11.0,-80909
133,46.2,35.2,-1.1,-80909
134,42.9,33.0,-1.1,-80909
135,42.9,46.2,-3.3000000000000003,-80909
136,37.4,40.7,-12.100000000000001,-80909
137,39.6,46.2,-4.4,-80909
138,46.2,44.0,-6.6000000000000005,-80909
139,35.2,46.2,-6.6000000000000005,-80909
140,45.10000000000001,37.4,-5.5,-80909
141,37.4,42.9,-12.100000000000001,-80909
142,37.4,28.6,-2.2,-80909
143,44.0,40.7,-17.6,-80909
144,38.5,36.300000000000004,-8.8,-80909
145,47.300000000000004,28.6,0.0,-80909
146,56.1,47.300000000000004,1.1,-80909
147,39.6,42.9,-5.5,-80909
148,48.400000000000006,41.8,-1.1,-80909
149,48.400000000000006,40.7,-8.8,-80909
150,47.300000000000004,30.800000000000004,-3.3000000000000003,-80909
151,48.400000000000006,38.5,-8.8,-80909
152,48.400000000000006,47.300000000000004,-8.8,-80909
153,41.8,42.9,2.2,-80909
154,40.7,36.300000000000004,-14.3,-80909
155,35.2,36.300000000000004,-6.6000000000000005,-80909
156,50.6,35.2,-7.700000000000001,-80909
157,42.9,42.9,-7.700000000000001,-80909
158,41.8,47.300000000000004,-19.8,-80909
159,41.8,38.5,-4.4,-80909
160,47.300000000000004,41.8,-4.4,-80909
161,41.8,37.4,-6.6000000000000005,-80909
162,42.9,53.900000000000006,-15.400000000000002,-80909
163,42.9,45.10000000000001,-14.3,-80909
164,39.6,48.400000000000006,-7.700000000000001,-80909
165,38.5,41.8,-2.2,-80909
166,42.9,31.900000000000002,-8.8,-80909
167,42.9,39.6,-14.3,-80909
168,46.2,47.300000000000004,-15.400000000000002,-80909
169,36.300000000000004,29.7,-6.6000000000000005,-80909
170,42.9,48.400000000000006,-5.5,-80909
171,44.0,42.9,-3.3000000000000003,-80909
172,45.10000000000001,33.0,-11.0,-80909
173,49.50000000000001,37.4,-4.4,-80909
174,47.300000000000004,40.7,-11.0,-80909
175,39.6,39.6,-2.2,-80909
176,51.7,36.300000000000004,-13.200000000000001,-80909
177,45.10000000000001,45.10000000000001,-3.3000000000000003,-80909
178,38.5,38.5,-11.0,-80909
179,46.2,39.6,-1.1,-80909
180,39.6,39.6,-9.9,-80909
181,51.7,37.4,-2.2,-80909
182,31.900000000000002,34.1,-12.100000000000001,-80909
183,47.300000000000004,36.300000000000004,-13.200000000000001,-80909
184,40.7,39.6,-4.4,-80909
185,40.7,40.7,-2.2,-80909
186,46.2,44.0,-11.0,-80909
187,41.8,39.6,-2.2,-80909
188,42.9,40.7,-8.8,-80909
189,33.0,40.7,-12.100000000000001,-80909
190,42.9,31.900000000000002,-4.4,-80909
191,47.300000000000004,31.900000000000002,-3.3000000000000003,-80909
192,40.7,35.2,-15.400000000000002,-80909
193,37.4,49.50000000000001,-7.700000000000001,-80909
194,47.300000000000004,37.4,-12.100000000000001,-80909
195,47.300000000000004,36.300000000000004,-8.8,-80909
196,38.5,34.1,-4.4,-80909
197,45.10000000000001,39.6,-9.9,-80909
198,41.8,40.7,6.6000000000000005,-80909
199,45.10000000000001,50.6,-9.9,-80909
200,48.400000000000006,37.4,-5.5,-80909
201,38.5,41.8,-15.400000000000002,-80909
202,48.400000000000006,34.1,-5.5,-80909
203,41.8,42.9,-16.5,-80909
204,44.0,38.5,-5.5,-80909
205,52.800000000000004,38.5,-7.700000000000001,-80909
206,40.7,47.300000000000004,-9.9,-80909
207,52.800000000000004,34.1,-3.3000000000000003,-80909
208,51.7,42.9,-7.700000000000001,-80909
209,46.2,42.9,-6.6000000000000005,-80909
210,44.0,37.4,-8.8,-80909
211,46.2,39.6,-13.200000000000001,-80909
212,47.300000000000004,47.300000000000004,-12.100000000000001,-80909
213,38.5,44.0,-4.4,-80909
214,48.400000000000006,29.7,-9.9,-80909
215,38.5,49.50000000000001,-6.6000000000000005,-80909
216,37.4,41.8,-9.9,-80909
217,48.400000000000006,38.5,-2.2,-80909
218,44.0,39.6,-11.0,-80909
219,37.4,46.2,-1.1,-80909
220,48.400000000000006,47.300000000000004,-12.100000000000001,-80909
221,38.5,49.50000000000001,-9.9,-80909
222,39.6,42.9,-5.5,-80909
223,50.6,53.900000000000006,-6.6000000000000005,-80909
224,36.300000000000004,33.0,-6.6000000000000005,-80909
225,39.6,37.4,-8.8,-80909
226,46.2,34.1,-7.700000000000001,-80909
227,38.5,42.9,-15.400000000000002,-80909
228,47.300000000000004,40.7,-8.8,-80909
229,45.10000000000001,38.5,0.0,-80909
230,48.400000000000006,44.0,5.5,-80909
231,49.50000000000001,56.1,-2.2,-80909
232,42.9,39.6,-5.5,-80909
233,45.10000000000001,38.5,-3.3000000000000003,-80909
234,50.6,40.7,-6.6000000000000005,-80909
235,42.9,35.2,-1.1,-80909
236,40.7,42.9,-11.0,-80909
237,47.300000000000004,40.7,-13.200000000000001,-80909
238,42.9,38.5,-5.5,-80909
239,40.7,51.7,-3.3000000000000003,-80909
