Index,x,y,z,motor_positions
0,476.3,-101.2,115.5,159821
1,489.5,-85.8,105.60000000000001,159821
2,482.90000000000003,-91.30000000000001,117.7,159821
3,490.6,-95.7,107.80000000000001,159821
4,487.3,-93.50000000000001,116.60000000000001,159821
5,486.2,-95.7,108.9,159821
6,487.3,-97.9,114.4,159821
7,486.2,-95.7,103.4,159821
8,486.2,-101.2,110.0,159821
9,487.3,-101.2,111.10000000000001,159821
10,487.3,-95.7,111.10000000000001,159821
11,479.6,-91.30000000000001,110.0,159821
12,487.3,-102.30000000000001,110.0,159821
13,488.40000000000003,-92.4,113.3,159821
14,493.90000000000003,-89.10000000000001,113.3,159821
15,482.90000000000003,-90.20000000000002,115.5,159821
16,492.80000000000007,-94.60000000000001,105.60000000000001,159821
17,477.4,-94.60000000000001,113.3,159821
18,482.90000000000003,-85.8,110.0,159821
19,489.5,-95.7,114.4,159821
20,485.1,-90.20000000000002,112.2,159821
21,488.40000000000003,-96.80000000000001,102.30000000000001,159821
22,474.1,-88.0,113.3,159821
23,485.1,-90.20000000000002,108.9,159821
24,480.70000000000005,-95.7,115.5,159821
25,488.40000000000003,-89.10000000000001,115.5,159821
26,491.7,-100.10000000000001,110.0,159821
27,499.4,-91.30000000000001,122.10000000000001,159821
28,484.0,-88.0,125.4,159821
29,491.7,-96.80000000000001,119.9,159821
30,486.2,-88.0,108.9,159821
31,488.40000000000003,-83.6,112.2,159821
32,487.3,-93.50000000000001,106.7,159821
33,488.40000000000003,-100.10000000000001,110.0,159821
34,492.80000000000007,-96.80000000000001,112.2,159821
35,487.3,-94.60000000000001,112.2,159821
36,486.2,-100.10000000000001,118.8,159821
37,493.90000000000003,-100.10000000000001,113.3,159821
38,484.0,-92.4,113.3,159821
39,493.90000000000003,-89.10000000000001,124.30000000000001,159821
40,480.70000000000005,-96.80000000000001,104.5,159821
41,487.3,-96.80000000000001,114.4,159821
42,497.20000000000005,-90.20000000000002,116.60000000000001,159821
43,491.7,-97.9,117.7,159821
44,480.70000000000005,-95.7,111.10000000000001,159821
45,480.70000000000005,-106.7,113.3,159821
46,480.70000000000005,-89.10000000000001,111.10000000000001,159821
47,486.2,-93.50000000000001,113.3,159821
48,486.2,-86.89999999999999,110.0,159821
49,487.3,-91.30000000000001,114.4,159821
50,486.2,-95.7,115.5,159821
51,484.0,-83.6,100.10000000000001,159821
52,486.2,-91.30000000000001,113.3,159821
53,478.50000000000006,-94.60000000000001,99.00000000000001,159821
54,481.8,-91.30000000000001,123.20000000000002,159821
55,478.50000000000006,-99.00000000000001,105.60000000000001,159821
56,480.70000000000005,-97.9,110.0,159821
57,482.90000000000003,-95.7,111.10000000000001,159821
58,482.90000000000003,-79.2,106.7,159821
59,487.3,-105.60000000000001,104.5,159821
60,488.40000000000003,-89.10000000000001,107.80000000000001,159821
61,486.2,-96.80000000000001,113.3,159821
