Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,13455.025946055686,11382.31030097514,105627.65794633554,-0.3937839939509793
-34,13544.732012654558,11313.923134705909,104587.13330301664,-0.3731831207979041
-33,13539.068764502215,11064.886626906717,103596.02213080371,-0.3771470790146702
-32,13710.524526125811,11024.909398392983,102784.80501672048,-0.3640109516663088
-31,13686.188254810888,10897.517571938186,101505.08128813816,-0.3755937842063979
-30,13506.384935609154,10854.60951502724,100732.52271154604,-0.3800797252792121
-29,13314.405947387835,10586.094597432088,99490.99309279192,-0.3748242792124037
-28,13295.594817101306,10523.069289918085,98872.54103001158,-0.3729108899002096
-27,12928.230480162096,10471.82332712838,97620.68760716956,-0.3805417323026017
-26,12690.477791532932,10351.349701863806,96593.98660461816,-0.3962226281937111
-25,12533.785227635031,10197.724759504172,95950.9481757064,-0.3907876000998236
-24,11972.802328785416,10031.139989644356,95015.86059330944,-0.3914900056809998
-23,11449.188423589514,9877.826209914809,94022.4375846092,-0.402545965263914
-22,11071.674381072637,9784.864796008742,93312.29190865936,-0.4200458659082482
-21,10490.485749043364,9830.080704455006,92737.8475669585,-0.4349716705048259
-20,10176.360694134208,9642.821713354091,91927.6240018222,-0.4464233462977471
-19,9876.091398408957,9678.868780464152,91503.84834772145,-0.4588607101137016
-18,9284.145846110125,9516.57358183726,90942.24763761772,-0.4824228013770018
-17,8684.350782171421,9370.548782456848,90366.55033956072,-0.4978205154600994
-16,8136.823831483975,9483.973494042672,89809.12475075114,-0.5302142840255772
-15,7707.872747927063,9271.17552094616,89395.92399105433,-0.5573970374921196
-14,7184.4575770545725,9235.93030763716,89039.03837242222,-0.581352004572758
-13,6693.864376433726,9309.08722871876,88711.561529111,-0.6300511342438595
-12,6189.971035977539,9181.90857896903,88342.92013710986,-0.6638540124682093
-11,5742.352958515422,9086.003720578272,88174.88379133459,-0.6792248406838963
-10,5043.594878168231,9163.60534854874,87754.88155663095,-0.8092198733125482
-9,4697.963669052746,9084.04655745684,87352.48707691696,-0.8670212845079268
-8,3811.75314482802,8411.979176239935,81589.33347219371,-0.96254737759259
-7,3721.395431956845,8852.995729809156,86846.9925207557,-1.1086576696260435
-6,3380.4291862559594,8873.263029797563,86456.01025461986,-1.2949629538280587
-5,2961.850392246241,8416.26435364268,81139.63324806439,-1.485270532121968
-4,3199.863148600976,8764.490904763707,86052.5067242387,-1.6577769658239792
-3,3305.7002164059863,8769.812826709018,86035.34770899126,-1.928948322148159
-2,3557.317247129081,8765.97462004264,85848.33998177965,-2.096562314266447
-1,3956.449803297096,8805.235401480426,85733.70069155845,-2.3032646608519736
0,4046.650122490955,8609.867645037066,85839.69324945392,-2.33872495072218
1,5082.337198804622,8505.00772875856,85743.23554874696,-2.5751193220940105
2,5426.918096305202,8643.75243378825,85591.66841555007,-2.6782758588124658
3,6387.747948075057,8516.969815948416,85956.46106751986,-2.7558310062518707
4,6916.184329944191,8619.384869510624,85846.78405559185,-2.786580734586609
5,7947.601934355003,8456.146368184243,85966.09614061665,-2.850087977524409
6,8662.281845053461,8578.990221778817,86274.95490403172,-2.86836312294398
7,9326.594772886736,8479.43678893517,86377.04830512525,-2.9142706796725992
8,10358.556461801434,8532.25496152473,86932.59445082977,-2.944244929854228
9,10948.590952887038,8570.522224206112,87038.63334209293,-2.952866719847741
10,12180.44299767649,8389.664771575259,87520.76381544012,-2.9876441864347845
11,13146.3598746671,8500.045828983377,88073.91250971291,-3.0055998304301674
12,13928.608979647168,8542.986728713013,88424.3784224695,-3.0197558944807645
13,14736.27485307919,8479.315623942442,88661.2807987903,-3.0368137545854434
14,15962.239640260184,8725.25739994219,89506.33878981388,-3.04794481878393
15,17758.476605980064,8684.56329038869,90240.62589572636,-3.068562832560399
16,18566.325193699897,8687.944556477036,90778.49438276637,-3.081688814354914
17,19832.438206479805,8677.412357230403,91464.43653036776,-3.0757628890630144
18,20954.40226318876,8878.290841316071,92050.6562707314,-3.0879193668452896
19,22469.199105501368,8733.711288418956,93164.03544484945,-3.106062037409739
20,22333.550619848364,8320.869129791785,87785.62144622856,-3.114185383885872
21,23537.65868083754,8344.299794215127,88792.63504459358,-3.1202979314847576
22,24659.642262399622,8446.569832076357,89426.83474066468,-3.128609221870562
23,27933.22021008917,9015.73739252018,96750.44878914156,-3.128816438347036
24,29382.07681101307,9109.447500849788,97929.27619216028,-3.132794260782628
25,31479.017949773603,9187.87250072677,99428.50100875329,-3.14547183706752
26,32695.527886653348,9127.33970601733,100494.0015375124,-3.1457475401427324
27,34527.48029526369,9214.365219846426,101975.80275856672,-3.152446832638587
28,36910.749434091056,9424.15414725416,104130.9673969989,-3.1588932085483976
29,38387.12357340232,9451.01115376012,105684.75699842237,-3.1591217289241698
30,37678.03016096099,8866.40355588832,100674.42322760409,-3.1653543930302703
31,42159.54922704263,9600.94166197449,109568.43081493516,-3.162973944331542
32,44362.03422425828,9738.97572772479,112063.9513248138,-3.16787243093298
33,46750.20567854665,9974.117998022755,114473.7943807807,-3.169848292524026
34,45960.84709667585,9475.127102278904,109896.49876575897,-3.170260272721972
35,48804.88884134516,9683.558681438068,113515.9847778068,-3.180740210046884
