Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,18.616723499234848,33.336986090528335,252.64280548750176,0.9511315812730209
-34,18.40487431641459,33.34196251859858,251.19405533195587,0.9565864757820197
-33,18.46198419191094,32.806211433504984,249.6482950476775,0.9497119686575362
-32,18.11810715382038,32.569799299000515,248.1769253728103,0.9403461479930293
-31,18.552150536502428,32.379587090607885,246.2714725944899,0.9371555486645701
-30,18.152516039136405,31.705282833811577,245.57781807395335,0.963300634465076
-29,17.89544098023273,31.976379239685155,243.932750041819,0.9498611500679429
-28,17.39741844596838,31.858748908110375,242.79618775998065,0.9517144710017694
-27,17.078691595042756,31.984200307903752,240.9253220531815,0.9315917225713705
-26,16.75426752614535,31.575603141758307,239.99339158259113,0.9042090103773889
-25,16.310872083180925,31.572629561721993,239.2856352234683,0.9208228762579891
-24,16.179763919390744,31.053939061352583,237.81857127254054,0.880242120536535
-23,15.748312843500571,31.082384454428293,236.03323583481992,0.8753229718836263
-22,14.77634975451302,30.779893296787943,235.3760649652918,0.8399737890877369
-21,14.816119680844471,31.02176972670703,234.79917971746337,0.8210678152572113
-20,14.480519807050344,30.781130023772466,233.51514289821282,0.8070149429139014
-19,13.450585444607993,30.741137778209822,233.02976892224237,0.7809646134428035
-18,13.392406179134873,30.513918138296713,232.69257261221534,0.7572304331605509
-17,13.031255646375007,30.63355653788295,231.69387313296124,0.6963753426870536
-16,12.161728135261507,30.039915640941462,230.96356092504948,0.6900939877762925
-15,11.69581586405051,30.219273010372632,230.2014311732471,0.6584818262355623
-14,11.496782243055668,30.10018733899003,229.68176310189438,0.5977736916395552
-13,10.874189181265566,30.006852835493316,229.40479024040812,0.5872243588998106
-12,9.878904726376193,29.682847086858512,228.25561033677693,0.5189210050307346
-11,10.288420058201966,29.91787427552813,228.5670652211272,0.4514197292716375
-10,9.551720307457572,29.64779243343825,227.7083372872585,0.4279137177611149
-9,9.284932283637533,29.770998817019706,227.66300356783913,0.30475337596648205
-8,8.754469147027448,29.943045092661162,227.26803240045535,0.2071207654090147
-7,8.628138939242936,29.486760068337016,226.84903326523394,0.13553096415061874
-6,8.76324479424443,29.553474704557356,227.01818695248838,0.007991719642018199
-5,8.59535878502259,29.54620370518928,226.8109583003961,-0.014684401895918534
-4,8.409011477924743,29.63724525413262,226.26690737884334,-0.11816636358910766
-3,8.252630270125314,29.6974289662702,226.94336066998252,-0.22800226491003436
-2,8.452167182696602,30.182048911197835,226.50528941565403,-0.3427281620890776
-1,8.699523165365479,29.365077683485307,226.9246809501257,-0.4553273150530119
0,8.813178369829416,29.49000178582892,227.29592839298678,-0.4060289901876402
1,9.987333885155666,29.90491546969876,227.39549469248414,-0.6127317733372779
2,9.789396557151564,29.54331384731333,227.97426483225243,-0.6872422036307683
3,10.60745224777053,29.565720855016732,228.44604832923082,-0.7715019159420202
4,10.935570386936467,29.616408972127967,228.65491848223834,-0.7877189380440398
5,12.043034105080011,29.654333507355116,229.08285141773612,-0.8435649079953387
6,12.139417444649988,29.963711628127413,229.47266039112841,-0.9187401882637176
7,12.799215718928018,30.03516475229594,230.02008740940371,-0.9446627481110598
8,13.68220180150753,29.937324680423387,231.09551737097308,-1.001544812522585
9,14.00548009962867,30.076796980615086,231.39422977954942,-0.9937810931980877
10,14.685210384559499,29.92535633690422,232.45833396078342,-1.0371879362206846
11,15.182906182010063,30.228765504357664,233.7451127995527,-1.0794091364770837
12,16.041262670381432,30.26520887965641,234.05131897637125,-1.1225168286529061
13,16.604093994907178,30.77209100367578,235.25951536424472,-1.1370555826726385
14,17.65860979433798,30.242553448747923,236.14081237087387,-1.1310934685089329
15,18.20591156293326,30.57918902955238,237.26541133441947,-1.1810608821308175
16,18.88521819478891,30.790279405852214,238.5799232308725,-1.18188725535827
17,19.144191389707686,31.082286591177265,240.08339959275665,-1.2268166564905612
18,20.687508447227415,31.48840454738078,241.48639482936233,-1.2257984852721904
19,21.203776085855605,32.04065747466873,242.77669241934095,-1.2395443752980337
20,21.760289061996158,31.642782022030058,244.2754237960152,-1.240919949913194
21,22.059319456453625,32.12342799440441,246.26698798811117,-1.2639983766675496
22,22.53918079123839,31.875105794073164,247.52431022161136,-1.2614635982309237
23,23.349707693072983,31.884299553842713,248.88919243731627,-1.2594484094707008
24,23.633146276213623,32.53725136352073,251.00620503926973,-1.2652400205278826
25,24.510971875088682,32.621412741714416,253.45862352356082,-1.2920699880195186
26,24.912007471137517,32.983608491641995,255.51354059967252,-1.2825862276193094
27,24.998381961063135,32.85150820562459,257.1699537198255,-1.290899293353274
28,25.694522874552558,33.248860360621144,259.77613591126243,-1.2965203522674535
29,25.524473486643416,33.981865280198214,261.30291883715296,-1.2925341443653022
30,25.9403903343693,34.156650523652175,263.4721603422648,-1.2897633673279394
31,25.896758354834265,34.496597518208205,266.0134228144877,-1.2828544231266503
32,26.104847950945427,34.74056971083544,267.9013989840917,-1.2934233389076955
33,26.22370402755028,35.055969031261014,270.0480073794981,-1.2738856729667196
34,25.99681741448867,35.07072560185693,272.2953888530338,-1.28840210309283
35,25.731604702067802,35.80361941200249,274.59466021892166,-1.2686364839645492
