Iteration,Bxs_100Hz,Bys_100Hz,Bzs_100Hz
54,4156.655686310044,8885.613971402325,92670.54814891855
55,4204.469252764321,8956.676275722262,92891.03107167222
56,4122.520744232839,8918.820884959554,93024.91085831176
57,4121.991256667443,8931.42274454836,93224.71376957535
58,4184.40568261618,8913.710030525104,93101.54063225552
59,4313.297411871493,8950.50694100602,93273.7648445876
60,4144.944183229765,8997.76517349557,93351.54159991027
61,4052.0912758583745,8874.496701266584,93591.50343189308
62,4212.150697139995,8901.352174782249,93613.84634590059
63,4160.961585971477,9006.783015574185,93692.34133613875
64,4005.5923968102825,8984.829093715995,93911.07444057861
65,4195.525083206748,8985.512675715054,93944.92838589766
66,4114.188415514049,9012.564082313414,94028.63376675549
67,4121.424809050995,9034.114032073881,94081.04693057046
68,3990.793045056603,9153.306554092393,94134.60788090086
69,4011.068067411075,9039.759854146743,94276.25801439925
70,4214.921346801856,9050.190836707185,94171.96398136175
71,4224.369351790869,8933.67382672225,94293.75109925373
72,4083.1935528575937,9179.394717202122,94427.38162807413
73,4184.563295566131,9148.307455287051,94454.64418337744
74,4147.516481132305,9139.216913572598,94511.15643790165
75,4090.813299234136,9112.534804280289,94596.42400567787
76,4160.390693314883,9032.988919168227,94652.1656144991
77,4230.585829180244,9121.860087624083,94646.47921713251
78,4225.8232938069,9286.653791989937,94815.60780010816
79,4172.182134822793,9090.273008919023,94860.94408644995
80,4223.582293846118,9091.086198535751,94741.12870677379
81,4180.386010870522,9111.557470212454,94672.49443393617
82,4138.779213844868,9201.287003880807,94648.62488132421
83,4201.460883216991,9186.857077208391,95016.74690318087
84,4301.430013195256,9170.879047490846,94743.97218244115
85,4139.023478978017,9184.036752496839,94845.12381755258
86,4237.009226409065,9140.185491604096,94908.15753098066
87,4177.7458525501515,9167.340486440973,94852.75934270326
88,4320.409091674176,9159.947912132306,94938.5607475341
89,4288.532934591105,9191.110347072505,94824.6769579202
90,4197.231451015623,9387.67358743448,94957.82545437619
91,4359.9302975141245,9178.94423595128,94767.71030695317
92,4462.7948284776285,9362.008849853399,95188.22135665493
93,4402.625704492202,9163.342196432239,95126.17656003151
94,4245.821397915461,9029.383614032917,95128.04694342475
95,4436.765444229035,9274.329091152948,95245.09513202753
96,4292.925098412959,9140.507574454936,95138.80838027655
97,4330.011110024887,9215.483531548512,95058.66240744395
98,4428.6544766465095,9230.816838408002,95106.49879950662
99,4266.247349582936,9051.390570577865,95244.6226837673
100,4287.556516073145,9045.048839159352,95298.97303764556
101,4389.800315192076,9177.172091990393,95090.61390265
102,4225.704742191775,9102.134066113924,95134.15709486214
103,4395.3173216378345,9195.709634895804,95281.54237398147
104,4399.726619240526,9132.804203041933,95215.63809249866
105,4320.7343290869285,9258.20722736398,95277.43212246872
106,4391.684700692284,9115.258609205244,95377.69354369078
107,4325.331432551703,9202.481445175865,95585.21777187243
108,4524.044976107444,9151.044760254637,95454.4939883264
109,4218.241217232331,9145.766525899806,95310.90412337077
110,4291.034048106144,9215.20810030337,95602.78225840256
111,4213.422584517252,9245.349495204742,95612.17857480528
112,4192.523265562866,9244.291439781928,95765.45934810303
113,4101.684124228452,9331.891854979596,95632.5570711546
114,4299.625087965333,9172.9376664252,95795.67664790848
115,4180.892980552702,9179.931356158468,95916.46058885277
116,4255.9871966174915,9285.45440579788,95910.30218007936
117,4279.1284007800905,9191.47770297859,95777.66549010982
118,4122.0732703156655,9202.037237760042,95860.39508205053
119,4359.147087087933,9311.166627128025,95922.40397293835
120,4201.296715555943,9187.002594185167,96031.18957842437
121,4065.7416124421215,9201.472634034028,95995.66675954376
122,4345.755401331342,9209.736177253064,96014.18396085197
123,4214.294007572103,9337.7767513985,95981.87950768783
124,4267.446165062693,9242.573720874872,96006.80535060908
125,4282.933050165663,9150.117330827128,96016.64902878467
126,4193.053245173352,9306.707079151405,96027.62839173898
127,4189.02986006106,9069.528123279353,95830.12228209611
128,4152.873619600572,9221.365720320335,95867.5500582316
129,4293.481584477415,9390.31460787101,95818.21788435761
130,4369.812040121074,9291.544609790944,96109.17314389089
131,4182.305748190041,9444.318767821143,95977.54717473345
132,4416.614128852538,9275.451372431728,95886.55797142387
133,4435.075264861912,9173.376563783599,95807.34673877698
134,4294.39626843571,9164.981900974497,95938.39469601291
135,4144.661051068662,9506.60650832726,95935.99905152353
136,4335.468437345702,9210.710653448372,95694.85792106403
137,4282.923112958981,9297.425238699288,95810.5332696421
138,4356.739278363625,9317.417994820678,95914.46106537787
139,4234.14509717945,9232.1658748475,95801.5211619501
140,4291.201226990371,9130.99357396484,95828.46511209903
141,4363.199860485739,9209.913913096712,95669.68017818056
142,4290.350351579442,9200.672802951503,95920.65206008074
143,4272.954073555119,9216.430745650077,96052.47321487212
144,4378.664487785882,9218.101747555573,96034.68606643034
145,4362.0896196501135,9078.531658106036,95797.48292538627
146,4404.377317456039,9399.410843533698,96070.9713958317
147,4231.066877950537,9276.737971159282,96020.39545529321
148,4134.125595113429,9227.145710802755,96047.02653099566
149,4309.233269871672,9359.474455336303,96112.35098762855
150,4364.7213695746805,9178.844811608356,96115.32262446824
151,4345.475917051566,9350.96067318046,95944.42693498704
152,4316.073993433425,9380.054769744414,96082.79933205116
153,4259.235692876942,9186.979696696259,96071.0136249133
154,4235.462186447096,9316.724813894505,96018.22624402714
155,4424.8948487996195,9109.822531519205,96125.18901750745
156,4322.965709327353,9311.546246537293,96206.28335692374
157,4498.934736778536,9194.546397782187,96263.44695615853
158,4310.121072865878,9154.949713466985,96222.75882311056
159,4271.681416207451,9256.174025505328,96271.47199400315
160,4168.026538780062,9248.62082310965,96151.33387253876
161,4260.490040171231,9203.989709997386,96259.77627426118
162,4300.686491427828,9221.898415371612,96322.98852828845
163,4262.569002660022,9293.997883150034,96264.29481945738
164,4201.639489553015,9326.224200583832,96519.85163725827
165,4290.681791489669,9302.760755639736,96553.21277809048
166,4179.835836233252,9403.325492852558,96496.14562481894
167,4083.5688637131234,9411.421057750866,96372.50327088384
168,4146.106236312971,9194.063502600982,96367.27500169878
169,4141.003160113231,9376.929129822918,96522.98007178045
170,4332.418715341814,9275.576426904145,96547.18538750727
171,4298.831712977233,9492.255822798663,96626.19875738781
172,4304.929288268312,9465.928337879444,96729.44343228021
173,4298.925105840739,9337.147681751558,96653.845791062
174,4338.229290992467,9238.964544033895,96432.34647284522
175,4243.97857831121,9313.002227653506,96476.77382498592
176,4454.435586685957,9284.500140040413,96562.32488729958
177,4401.813360127533,9256.382014732018,96466.97268170593
178,4233.644638005081,9436.976464041785,96460.04500439145
179,4214.24773454022,9303.387178577424,96530.59742523807
180,4285.907205202066,9345.370692765155,96520.2133251851
181,4327.579234441758,9284.129230392753,96374.38517458075
182,4334.91238734037,9262.242686613614,96500.43149987284
183,4392.267570657764,9255.345117555516,96593.54026731913
184,4335.090356371015,9438.41900765671,96319.37859622898
185,4280.819741847594,9222.380049553482,96347.19761489057
186,4294.97234878258,9378.925445315837,96317.8417169938
187,4550.463092043704,9246.012939631704,96281.43304421347
188,4310.014858650476,9242.764745388991,96324.7522829892
189,4476.644025818566,9323.796795711172,96303.56805212659
190,4339.066967187558,9209.844747747395,96385.71990450875
191,4318.663293093138,9055.453983870824,96327.56635684181
192,4395.799856364199,9405.772454260701,96359.66436177325
193,4309.867448692215,9144.435549964413,96329.1992775433
194,4442.1350961212875,9269.643974679433,96271.89290241283
195,4291.73937145238,9232.244198621971,96403.7760841267
196,4525.506476581017,9341.441808020592,96251.53223720654
197,4412.735431462216,9289.926096938225,96435.61679234938
198,4484.980769375897,9246.206134422218,96515.01992982594
199,4299.176359897396,9274.634292989394,96281.3894280661
200,4379.041079216036,9327.482754074368,96431.98487635852
201,4378.407782363794,9370.339612730722,96505.43792624924
202,4230.065924208611,9276.228834058807,96341.33200652819
203,4348.82415107332,9397.444898255957,96507.19653257816
204,4379.460479003389,9310.40955482381,96367.52258672062
205,4337.295333501119,9285.908847133614,96575.9375638508
206,4374.781198864893,9228.835242209752,96658.93985771107
207,4359.459672913709,9397.7168982751,96720.88494762109
208,4240.680469437395,9198.018605056921,96756.0921667651
209,4367.981962922947,9367.543626820921,96609.95479885979
