Index,Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Trial
0,-35.0,53073.813555860164,9489.066180066819,103239.1793795267,-2.1947236752705512,0.8295461210025538,-2.042049895636911,0.0
1,-34.0,40194.37460210531,7383.149105335184,79486.77916583774,-2.1421423801478197,0.8715625142476721,-1.9875263489356572,0.0
2,-33.0,25933.973622908157,4905.079529373697,52352.06660703716,1.0873837276353324,-2.1854223415343066,1.2438173232710377,0.0
3,-32.0,13274.396097094272,2579.0936910225087,27544.699911616575,-2.535425476417087,0.5281627596301435,-2.3695412085687457,0.0
4,-31.0,5514.634370233873,1094.903152874951,11955.334312542138,1.8934184607411026,-1.4570283833926776,2.0417618268306206,0.0
5,-30.0,2537.5732156724594,530.250189111143,5887.304000368802,-3.134124803230454,-0.10542375403341539,-2.9499067145317586,0.0
6,-29.0,2152.0320217756534,500.2556877899933,5214.60089243693,0.7026857006970753,-2.3660708791797926,0.889276530397641,0.0
7,-28.0,2366.8949979030344,580.1435494505222,5847.79240635626,0.7207498868869745,-2.3934625106808176,0.9263573106461912,0.0
8,-27.0,2359.291538669272,570.7719737723257,5987.469698406519,-2.9562764609800367,0.20942867176761104,-2.7943386037171694,0.0
9,-26.0,2146.870819209596,496.6672128640829,5653.667467527806,-1.5704331106537959,1.2328848139810908,-1.4389346945917239,0.0
10,-25.0,1926.8899838918628,445.6309195238862,5309.618964938203,2.740823628601913,-0.21654899412000322,3.005399005928972,0.0
11,-24.0,1786.1961517280336,447.24933377792865,5169.2947878569685,-0.3105118959647691,2.750128674252959,-0.10770431978597372,0.0
12,-23.0,1689.6245191565515,464.7557382803683,5136.437279067271,-1.5008095921528812,1.3295434439822935,-1.3135449176019809,0.0
13,-22.0,1585.5555631654956,461.7108051566461,5073.591392385144,1.0155905884841532,-2.054935384740753,1.2926759914101864,0.0
14,-21.0,1473.313795288618,442.31310993918817,4965.559838848698,-2.653541286804103,0.6520846794432223,-2.4350589956044106,0.0
15,-20.0,1372.7171211936081,424.2437410155678,4836.643778195101,-1.3058216312192865,1.6181328051777732,-1.1314487752195415,0.0
16,-19.0,1280.3421790475825,417.5684520262806,4692.798223370071,1.1866813335447592,-1.5845789904570533,1.4055418439957363,0.0
17,-18.0,1191.3719036448135,425.16453342955356,4548.640035948075,-2.4306995829540328,0.8791140864801983,-2.251200187945078,0.0
18,-17.0,1121.6561735351986,432.0094745185399,4421.442486679163,1.4284780505285093,-2.2474007803596527,1.5443357905840467,0.0
19,-16.0,1065.9141267264833,423.8108675423307,4329.947525778538,-1.0784144199316996,1.7542772806009732,-0.8966698800328149,0.0
20,-15.0,992.48499922017,404.8290598627685,4292.743996002493,-2.4191391737783254,0.7202480085180422,-2.111305217945712,0.0
21,-14.0,899.6789016645364,387.11406521378797,4286.816612825631,2.612437939548562,-0.6562770815450231,2.9359750627163574,0.0
22,-13.0,815.5564304016942,395.7373435797833,4261.059361625207,-2.264485415893103,1.1043014298323124,-2.0340880034318305,0.0
23,-12.0,743.0117097938397,435.8480871576893,4200.757577012593,2.6976761136734932,-0.3855446563178574,3.0785735909905854,0.0
24,-11.0,658.6633760805644,456.0884000300458,4128.332869253617,1.5245643150239516,-1.6146704684115751,1.883676664658619,0.0
25,-10.0,564.3706202111123,423.9386128211542,4056.7216034939975,2.7032759709042358,-0.4608644263772456,-3.060015160965173,0.0
26,-9.0,486.1948948958667,382.59366097634677,3990.4019151989623,-1.0133963371491548,2.3680443340774633,-0.5236097151097349,0.0
27,-8.0,425.6570128333202,372.9377086782019,3949.727818601442,-2.3891863162614384,1.4532186760729942,-1.706187054447331,0.0
28,-7.0,365.5102792529443,368.1936639911501,3943.230520664024,-2.318182708398102,1.1204443756762439,-1.655158019211906,0.0
29,-6.0,308.435499417791,329.3290180207315,3953.359644337527,2.7404585226625,-0.5782139843938456,-2.858156443321756,0.0
