Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
-35,20858.79947182381,12838.671904235604,107949.68629218327,3.020470078782025,-0.05232673518534817,-2.9810867247652824,-0.28162850363227854,5
-34,20451.97092728481,12600.995210717283,105921.57014507268,1.8061142677666167,-1.2600178441620733,2.099382389334306,-0.29326812156768955,5
-33,20238.94441907078,12235.801161065472,104393.09518861122,3.122240016689841,0.06321816498712383,-2.8739544179307117,-0.28699087255903244,5
-32,19775.545220744676,12046.478430648907,102998.10797208778,-1.848226087400118,1.3597613246730138,-1.5634474098607158,-0.28477867753940167,5
-31,19121.620948600907,11884.517451628679,101400.71274910367,0.7136491155084383,-2.3421784815868185,1.0045588797104144,-0.29090976420197556,5
-30,18543.97789302864,11710.845509528008,100011.1856950529,-3.002964028929999,0.22185550941149013,-2.7103153031137106,-0.29264872581628865,5
-29,17748.49241082864,11584.633297784278,98249.94771879137,0.8067142909986494,-2.247870586265507,1.1139756969726886,-0.30726140597403884,5
-28,17407.54129535048,11264.211443238322,97209.76986708544,2.11110399202599,-0.9360107911096776,2.4251471733197656,-0.3140431812937754,5
-27,16639.301542809757,11059.138029856673,95861.34118950211,-0.35811552862792945,2.89775713035648,-0.03406009717425752,-0.3240554314536723,5
-26,15941.003739331083,10957.192833115592,94762.35789531798,-0.2987207783040683,2.9442329001713627,0.02078876846865509,-0.31950954677272314,5
-25,15291.57145322174,10851.505125127522,93734.20438418118,-1.5157632782555288,1.7511481111477338,-1.1803072746404761,-0.3354560036150529,5
-24,14528.087203584366,10653.949390894675,92592.00641674666,2.301632126726056,-0.7131944100294089,2.643074355669955,-0.3414422289438992,5
-23,13896.528827322907,10664.884433341133,91891.26935797438,2.3554704027083324,-0.6800112822783355,2.697529340958122,-0.3420589382497896,5
-22,13099.287279992299,10357.228204684197,91224.10761702342,-1.3757038545155438,1.8922222843009224,-1.0167067401111571,-0.35899711440438686,5
-21,12519.999639879292,10546.183704143048,90262.94999863251,1.1743603835433651,-1.8326754577253719,1.5484221776492948,-0.37406179410592966,5
-20,11704.499371861828,10207.947972485865,89511.1091438577,-2.54103746757991,0.7423405487146074,-2.1686600223193255,-0.37237744526058414,5
-19,11084.274020242046,10198.709255668915,88894.92763763662,-2.512391879489176,0.8024797347849341,-2.1103272879306023,-0.4020645915585739,5
-18,10560.363969290676,10206.04197236409,88510.53994704038,2.551517999083284,-0.3919277105696233,2.9677671511136325,-0.41624915203034796,5
-17,9916.291264051417,10080.05815080627,87773.62231930933,-1.1812656097537386,2.1715892635528347,-0.7469842660904982,-0.43428134366324045,5
-16,9365.258564944827,10030.15545974273,87212.39375131755,-2.4127096039160185,0.9740463380708737,-1.9490490636677582,-0.4636605402482603,5
-15,8560.175146097488,9947.536127158713,86753.23169754275,2.6482587753352185,-0.2417451704666198,3.131759673770328,-0.4835008984351097,5
-14,7887.77830807188,9810.573879703059,86303.33459048335,-1.0997886380471327,2.3294076903965175,-0.5852250389687104,-0.5145635990784223,5
-13,7211.95624005727,9804.797536161808,85925.02622560022,1.4295042533882978,-1.3906423040026727,1.9836494927466246,-0.554145239358327,5
-12,6521.98399665442,9694.85647213231,85514.19044886869,1.443212514988073,-1.3293561218710894,2.037242616383941,-0.5940301013958678,5
-11,6221.5211066853935,9627.862883745704,85103.52432998618,1.4393596692531172,-1.270882665356882,2.092580704495539,-0.6532210352424217,5
-10,5601.286400553393,9565.005732420459,84721.0377970451,0.15565456021751703,-2.491890951202047,0.8874524043019466,-0.7317978440844297,5
-9,4885.950908898117,9597.925983066307,84360.44053375558,-2.3644933281736606,1.329445945868863,-1.5721711036246886,-0.7923222245489718,5
-8,4355.601393605997,9545.66602606445,84110.75967231026,-1.1705814070157379,2.639125339209282,-0.259786757138765,-0.9107946498769728,5
-7,4035.574010309833,9380.830626353329,83877.2326016652,0.08665982009945063,-2.332152193821076,1.0495664767684887,-0.9629066566690381,5
-6,3438.9775050345756,9412.77600772244,83712.90352358522,1.097948062733321,-1.0210556635185668,2.363751558705781,-1.26580349597246,5
-5,3418.9966956366593,9469.930486991056,83600.08380133302,-2.7092343714828857,1.5495081384560472,-1.3534441748228168,-1.355790196660069,5
-4,3129.198376092372,9259.333965937312,83301.66663773106,0.9619865102231123,-0.9137104380854801,2.4705079361222246,-1.5085214258991124,5
-3,3245.0097679909545,9164.159803619128,83212.37328786023,-0.5835689645043303,-2.1027046135648857,1.2685693739672115,-1.8521383384715415,5
-2,3494.012514792447,9326.578210674428,83107.02755870795,1.768682837690667,0.4681212458667238,-2.447291091388195,-2.0672113781007244,5
-1,3727.538629021435,9378.270135617031,83131.80483249923,0.4051871894287326,-0.7311427905622757,2.634755992712759,-2.2295688032840264,5
0,3715.489893774646,9345.080349469179,83164.57830795067,0.44829028153758316,-0.704512257322839,2.6874834358856794,-2.2391931543480963,5
1,4573.342887790764,9358.720740335331,83294.41416150825,2.7273331238102414,1.8793452575783627,-1.0281535744739798,-2.5276986088953652,5
2,5148.0053826157555,9282.05697889996,83375.54494523254,0.22036484773414997,-0.5900827064785872,2.796339411707745,-2.575974563973595,5
3,6008.989764040895,9176.301172169133,83502.44126134549,1.371632832835243,0.7294190337130005,-2.1748181743855306,-2.7367342999588136,5
