Index,Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
0,-35,6572.357132079938,8556.038358933607,66902.3927563066,1.306545684926946,-1.5316504073585993,1.7967607548671336,-0.49021506994018793,0
1,-34,6562.8057804790415,8656.908471839919,66760.48499247569,1.3501255499205658,-1.4790578580165568,1.853414530361325,-0.5032889804407592,0
2,-33,6609.555567784362,8653.63487269176,66786.17183830235,2.6612312659779502,-0.1814329064619354,-3.12133724869897,-0.500616792502667,0
3,-32,6497.258380252218,8506.340311033955,66236.55371977776,-2.306916078928591,1.139638651890966,-1.8129294219451486,-0.49398665698344235,0
4,-31,6325.215543140881,8343.629335882348,66053.12887167484,-0.9830526283692567,2.4572638958106894,-0.503584269195873,-0.47946835917338326,0
5,-30,6239.005139924502,8403.573293381483,65818.27261526235,0.3423122238263979,-2.521213826013575,0.809305475528445,-0.4669932517020472,0
6,-29,6219.2421967012115,8342.33291995358,65768.3161478903,-0.891137566607728,2.550721751695431,-0.3921465401325108,-0.49899102647521687,0
7,-28,6355.613076949641,8295.143147799008,65396.01629825237,-0.8525764166658579,2.6100540718832246,-0.3389774936998856,-0.5135989229659721,0
8,-27,6165.210075794901,8270.980523255488,65224.36032736145,0.48249643121986413,-2.3547997076072646,0.9729580821748575,-0.4904616509549937,0
9,-26,6007.965554116044,8278.675907362962,65024.19523886432,1.7631184147271246,-1.0666884698317385,2.2835182515987023,-0.5203998368715776,0
10,-25,5929.050668013005,8255.672406976264,64758.533033641215,3.085956575741425,0.23950862095268896,-2.6886267757277404,-0.5086019557104198,0
11,-24,5637.848126051235,8048.718617622699,64481.75189528305,-0.6460298596068379,2.8106843047364425,-0.11866118134429364,-0.527368678262544,0
12,-23,5556.422365016343,8108.717186626724,64544.66112069718,1.9254752547785474,-0.9046886848324063,2.450307040929093,-0.5248317861505454,0
13,-22,5448.131668322975,8148.22125022666,64386.60585937658,-1.8337917607707133,1.6771635350409682,-1.2673400758057163,-0.5664516849649974,0
14,-21,5225.698778641004,8305.709584802895,64395.65111922017,1.9990354826119097,-0.7795747612600071,2.556232121272393,-0.5571966386604839,0
15,-20,5090.766377186425,8318.958355641429,64332.118353381906,-2.992816150737639,0.515598243022102,-2.414583623180752,-0.5782325275568869,0
16,-19,5038.6727132805645,8099.236058169935,64067.74832930382,-1.699558979920832,1.850757497107843,-1.1044933337289755,-0.5950656461918564,0
17,-18,4803.1494525202515,8035.537512636008,64074.306076854235,0.8361648836028815,-1.8804959505059433,1.4631415573868207,-0.6269766737839388,0
18,-17,4613.724388438696,8189.100765338599,63964.40459302184,-2.884716801354525,0.6895088315709584,-2.250598141829899,-0.634118659524626,0
