Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
-35,22577.335739195576,12877.713521772454,109837.07723483966,-2.1521998089006633,1.0618790004511869,-1.8724706639031456,-0.27972914499751766,2
-34,22067.329565287953,12680.215418364447,108128.16980271136,-0.8417446948848304,2.3604422843164667,-0.5616344116414724,-0.2801102832433582,2
-33,21597.17649769223,12615.104182199791,106374.22465910802,1.730921557230276,-1.342769285989374,2.0050298758420984,-0.2741083186118223,2
-32,20924.72059409692,12297.678462616846,104718.3451546517,3.0354771004443357,-0.03809612988729038,-2.9677177273915567,-0.27999047934369337,2
-31,20470.718001106325,12131.51428819656,103440.17385696078,-1.9391543519484449,1.2667500662196558,-1.6573304369584174,-0.2818239149900279,2
-30,19919.411720849803,11765.426723554578,101837.28451437612,3.138823738370118,0.06338570289925521,-2.859955115723801,-0.28440645308566737,2
-29,19215.460022178017,11670.899348673149,100244.05071501566,-1.836434001015247,1.377362750950698,-1.5496970861850763,-0.28673691483017016,2
-28,18575.98358929362,11548.587629056447,99471.17332841328,-1.7928017422976648,1.4173755296518442,-1.4958779218971816,-0.29692382040048315,2
-27,17885.08599323474,11326.830571088396,97600.05517660637,-0.47784969043496983,2.7335232254935895,-0.18453589975147447,-0.29331379068349506,2
-26,16898.35117401745,11200.453927652296,96435.33897727949,0.8185860771961111,-2.2231507794904677,1.1270036411738296,-0.30841756397771825,2
-25,16426.328540726947,11037.645098174362,95736.54942240253,2.1249860994468026,-0.9212845501633902,2.4396011936214004,-0.31461509417459776,2
-24,15538.329229915997,10940.630155470419,94363.388605266,0.9132748298848736,-2.1182629940376647,1.2356647856984093,-0.32238995581353613,2
-23,14827.592978547505,10770.649101468043,93320.28520240229,2.216123552959317,-0.8217335588508343,2.5482748489445504,-0.3321512959852333,2
-22,14076.473130999948,10564.274434773366,92527.54676501811,2.2461260314319196,-0.764488978715704,2.6033702975186745,-0.35724426608675497,2
-21,13305.491755158007,10668.301535528419,91788.83828536003,-2.724647108008338,0.5565678197990415,-2.369534765534449,-0.35511234247388934,2
-20,12462.74829478317,10300.017212335562,90850.49341079354,-1.424586528922606,1.861816595986638,-1.0582490798349247,-0.3663374490876814,2
-19,11986.488487243943,10011.682570894067,90293.0351386372,-0.1420016963143077,-3.1023244306484914,0.2532673631207472,-0.39526905943505497,2
-18,11232.247052378398,10159.560084671935,89651.46685873163,1.1572530746805834,-1.7986702602307505,1.5651391684200093,-0.4078860937394264,2
-17,10248.059072658229,10144.530763996132,89040.32219705147,2.4526637194106558,-0.4959708813124856,2.8760569411374153,-0.4233932217267595,2
-16,9643.174853500837,10098.348488515308,88504.08494195262,1.236868663180584,-1.697192454481364,1.6743516309925015,-0.437482967811917,2
-15,8981.737410970545,9950.380666945784,88118.90238079551,2.500444713791213,-0.3840450558660858,2.9848182691609026,-0.4843735553696895,2
-14,8093.227457239064,9762.79233029232,87444.23783802465,2.5429683124374627,-0.33141011716720575,3.0372342851812704,-0.4942659727438077,2
-13,7602.865870872112,9871.260517356888,87065.10651838739,-2.473539359408804,0.9745876472879137,-1.933898261592301,-0.5396410978165029,2
-12,6999.013808792467,9836.518051156403,86601.4360089957,-1.194275286393039,2.272780596930971,-0.6245630636319079,-0.5697122227611313,2
-11,6301.406580039187,9770.444510730109,86378.88500710382,-2.4397260668290266,1.0587542755902934,-1.8257694744402162,-0.61395659238881,2
-10,5777.7663215105695,9737.85203689117,85938.09572109095,1.321257034315031,-1.3833505948765854,2.0002557760758,-0.6789987417607692,2
-9,5109.9582504574755,9561.039496461788,85607.1931639055,0.031937299180171186,-2.5925134898931548,0.7966372671729849,-0.7646999679928137,2
-8,4747.7246183829275,9824.76921874104,85315.25126062025,-1.2680557831240375,2.4851393958978503,-0.40369641906998677,-0.8643593640540508,2
-7,4184.355864663261,9502.382424815378,85028.02637434825,-2.5863023262087625,1.2942153020873455,-1.6077079508268797,-0.9785943753818831,2
-6,3555.183748684061,9584.49024546866,84757.03208020575,1.090489084097021,-1.184507632569607,2.216567471435216,-1.126078387338195,2
-5,3454.157768798541,9519.23210604686,84539.86461432069,-0.3454300630497856,-2.370548945570313,1.014125336514839,-1.3595553995646243,2
-4,3176.2829824648907,9666.422857642288,84553.67683028757,-2.9900454649961605,1.4449213137803107,-1.4455898972859305,-1.54445556771023,2
-3,3180.155408459111,9599.70981260718,84396.90483050232,1.8399621169265026,0.24629072870297966,-2.6467215963814636,-1.7965015938716196,2
-2,3338.0096125793834,9503.661168148206,84295.22482590089,0.3985080333794974,-0.945870281943711,2.4334594725186887,-2.034951439139191,2
-1,3541.38421971616,9362.09894764821,84241.20948493454,0.24874023844145138,-0.8890810641092483,2.490487315475239,-2.241747077033788,2
0,3735.5810630759734,9276.353240753551,84303.09709152118,2.8334875764587646,1.6733916272268268,-1.225466223780109,-2.224231506940713,2
1,4659.648147731209,9394.503178964213,84373.63467826364,-1.186145285240846,-2.0361360600002287,1.3412061148457814,-2.5273514000866273,2
2,5287.126291450433,9423.644562243442,84283.60386563203,0.04552514355207301,-0.7394491306105029,2.6534370395260236,-2.6079118959739507,2
3,5860.503564682095,9168.990392278978,84481.12444121046,2.5399406488671743,1.8364265897249874,-1.0604396866697599,-2.6828049716426516,2
4,6527.8365911932915,9462.377648576146,84647.23139951176,2.498648543033796,1.8986589785745025,-1.0095242111934082,-2.775012552952381,2
5,7242.201084154435,9414.567431114087,84860.12254905775,-1.2417992191826082,-1.8295451039092268,1.5594951621077389,-2.8012943812903472,2
6,7831.68588286482,9439.753733953925,84903.45210313954,1.2906506619621456,0.7368790976615021,-2.1567813893373327,-2.8357532558801086,2
7,8576.590566373518,9354.33228963146,85154.50880679156,-2.4655584880479777,-2.9823447368837446,0.4097180700453824,-2.8752765580933604,2
8,9399.780927848993,9363.750437130162,85555.37233908144,0.0802279143040829,-0.4195700783724136,2.979056037079735,-2.8988281227756523,2
9,9865.31282997009,9352.101038176595,85810.16575777864,-2.4133126784722676,-2.862886386357563,0.5210688096896777,-2.934381488161945,2
10,10846.130360046076,9381.953365207914,85886.34391890894,2.644299590596079,2.209556144186193,-0.6835243427423977,-2.955361373841109,2
11,11901.766715365879,9505.354195190454,86541.8322714238,-1.098183340406072,-1.4984325159483958,1.8853196556721683,-2.98350299607824,2
12,12731.866262937918,9411.637236020582,86871.33057887455,-2.3154257520995563,-2.7015362746462706,0.683711882889726,-2.999137634989282,2
13,13172.971764413516,9662.322369863115,87353.83140641743,2.7492564530929795,2.3656407778930775,-0.5218375075434196,-3.012091346543187,2
14,14158.112095835608,9444.730663213115,87722.72587704309,1.5439377132686993,1.1588574525793232,-1.7229978835086437,-3.016249710402243,2
15,14994.109347517247,9719.891156534095,88464.48712868315,0.32612118576690774,-0.04403925026324616,-2.9248354072026617,-3.0322287142100173,2
16,15902.815889689693,9608.683152227877,89120.48246695148,-0.8930079851927328,-1.2455374727877073,2.1545736040168224,-3.047581589209555,2
17,17096.758916561976,9847.83747534818,89952.95013675067,0.40502751259693215,0.07212226356714062,-2.8169679493284345,-3.061189845254219,2
18,17907.958308463647,9780.404637181657,90478.2908796386,-0.8040248603799858,-1.1293439845401603,2.265128941318057,-3.069153801698043,2
19,18701.839149071948,9851.47079382585,91464.24917984675,-2.0060272882995607,-2.3346404584287184,1.0632930875671138,-3.0693203758666745,2
20,19583.259189076358,9918.696902845808,92308.11000440079,3.066981934215262,2.7366743930059667,-0.13964491950169003,-3.076558453462634,2
21,20724.383423712934,10088.615533270133,93002.84515393949,0.5958216940959761,0.2853086533684185,-2.598848384808645,-3.0885152282749644,2
22,21426.348897809094,10182.452849226705,93849.73384454029,-0.6103673735649473,-0.9073970325209632,2.4824835877470206,-3.092850961311968,2
23,22531.681202066902,10165.238739560382,94876.98865014712,-1.8186443158948191,-2.118637259859982,1.281167794123806,-3.0998121100186253,2
24,23523.074525522596,10342.738870050749,96186.69980241387,-3.0282104034465807,2.9585092757954974,0.07685082645245486,-3.1050612298990354,2
25,24691.86005742547,10601.992845477595,97765.0039806605,2.049786866643114,1.7581882248764908,-1.12362186079775,-3.109776579738723,2
26,25478.923681402186,10630.651714422813,98943.73355577455,2.1067100632798006,1.8120670047453944,-1.0702643202385012,-3.1062109236612843,2
27,26515.605086662505,10824.241485791705,100404.83479481938,0.8951339664114116,0.5989322374644581,-2.271362329853105,-3.116689010915069,2
28,27613.848996437293,11115.165453927473,102334.36841314104,2.2068747213893176,1.9176652971842534,-0.9600329803661543,-3.1162776054241146,2
29,28209.5919242725,11264.610606984777,103581.53892931082,1.001789490595108,0.7161295619168602,-2.1616337115671342,-3.119762105017344,2
30,29082.888807016385,11402.082788428646,105133.74555665435,-0.20033195116988897,-0.473946798345731,2.9195587620831547,-3.1198907132530436,2
31,30011.51101543614,11531.399500912807,106727.69961349212,-1.408779129402306,-1.6876419418181698,1.7146733520733992,-3.123452481475705,2
32,30839.011291583018,11891.807238175528,108770.62659571698,1.1527719157111278,0.8788800549898568,-2.001085776496029,-3.1293276149724294,2
33,31547.649338401687,12065.780767409222,110589.59871508811,2.464858553231796,2.2042590187513715,-0.6907899398689241,-3.1275368140788657,2
34,32129.63445985263,12258.852391898276,112910.21620898008,1.2632171975170867,0.9974812950244523,-1.8923566939741887,-3.1276114156883104,2
35,33100.08215418177,12660.971006126761,115295.48531696755,0.058558946812734554,-0.20442596465258925,-3.0959061707042452,-3.128720189662607,2
