Index,Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
0,-35,29708.153014770138,13042.655095225624,107052.23790920965,2.4397877223532523,-0.6715110546285556,2.661875564346893,-0.22208784199364118,0
1,-34,29145.54150758844,12776.354487780083,105820.42506565459,2.4886151479991976,-0.6221251950384759,2.716898336523836,-0.2282831885246388,0
2,-33,28563.930034517918,12552.102165396662,104646.1497500708,-1.2296814128979288,1.9493793117301546,-0.9983274157053024,-0.23135399719262661,0
3,-32,27929.99230279943,12312.372746535078,103626.80577143296,-2.428595324996131,0.7415314436021715,-2.2021150416226147,-0.22648028337351622,0
4,-31,27061.94172062225,12344.278713684234,102696.26496012782,2.645368111005845,-0.458205895611765,2.8805879062784805,-0.23521979527263603,0
5,-30,26335.615802809054,12134.937212665096,101555.91422718644,1.4401374717413993,-1.6573871600500145,1.6762184407378533,-0.23608096899645403,0
6,-29,25635.368937358046,11944.228729395329,100527.75309855364,-2.272516365681115,0.9003639461772358,-2.038479169204944,-0.23403719647617116,0
7,-28,25109.25314689985,11863.762837728382,99853.17329909375,-2.2258695353434437,0.9657472227249123,-1.9831467329851358,-0.24272280235830834,0
8,-27,24005.421030892485,11737.627255090945,98728.88815909011,-0.9104784782190493,2.2617233130104357,-0.6718158866445834,-0.23866259157446557,0
9,-26,23431.06694945199,11671.753351572506,97904.34389871791,1.6470415425955776,-1.4565495153995396,1.8958273648784212,-0.2487858222828434,0
10,-25,22595.64320072463,11376.381161655276,97354.31377370344,2.956106681009211,-0.1451144361174942,-3.0762094289335065,-0.2508691972368684,0
11,-24,21687.125231948652,11426.949402332883,96668.43731453865,-0.7714484690369201,2.425389312562817,-0.5081446121989516,-0.2633038568379682,0
12,-23,20841.087398098527,11180.095635302945,95828.392342264,3.045233736138174,-0.04518830105681751,-2.96831815953909,-0.2696334115023227,0
13,-22,19996.79217024378,11102.522357134047,95301.32217747362,-1.9330223685481656,1.282361689074118,-1.6558700632689451,-0.27715230527922063,0
14,-21,19285.685236343845,11073.962287770551,94654.8480463644,1.8883022788382378,-1.1903503063576057,2.167881941172525,-0.279579662334287,0
15,-20,18103.37409023661,10738.381170174725,94093.83376101332,-0.5784519753551702,2.6210792217157954,-0.29154263994139495,-0.2869093354137755,0
16,-19,17392.777015766915,10920.966092424602,93820.45334069878,-1.78890004816013,1.433527233680132,-1.492248826280726,-0.2966512218794044,0
17,-18,16814.58272084897,10752.698293584834,93226.12254469846,0.7719241810962034,-2.294570698917221,1.0746742277382684,-0.30275004664206495,0
18,-17,15544.075137986058,10569.78677946374,92829.61728988416,-0.44002265677964697,2.7912414350997787,-0.12509353219156633,-0.31492912458808053,0
19,-16,14925.337379288987,10575.253060982453,92494.50531340306,-1.6609285730467798,1.5771969630563194,-1.3281505897183046,-0.33277798332847475,0
20,-15,13805.32813549922,10448.259589978725,92171.49919832729,-2.8750004860398017,0.3815007684376062,-2.5298100353003443,-0.345190450739457,0
21,-14,13063.205081800514,10465.593797301597,91861.45890438385,-1.5774669462456574,1.7073589840613606,-1.218778970048455,-0.35868797619720283,0
22,-13,12402.718271115831,10603.952191761697,91510.0639180844,0.9689438690190108,-2.0155949704031415,1.349861980831695,-0.38091811181268387,0
23,-12,11341.814098026845,10172.614501226575,91376.43487125756,2.25676116994866,-0.7176954502314513,2.661587752012961,-0.40482658206430067,0
24,-11,10789.313051116624,10304.509089112564,91419.76092243877,-1.4649738451415713,1.8624117030950456,-1.053941151801312,-0.4110326933402595,0
25,-10,9819.68056135221,10328.41543785319,91191.73491129895,-2.7042639874865366,0.6683697544900858,-2.2542730805768882,-0.4499909069096484,0
26,-9,8767.127479103372,10107.729636961538,91047.52433486753,-1.4255448484369966,1.9630805922944463,-0.9431578636170188,-0.48238698481997755,0
27,-8,7995.411535841935,10119.236327045348,90899.99774725517,-0.15995090325528885,-3.006096963891385,0.36722219759852,-0.5271731008538092,0
28,-7,7303.134043409602,10173.273826431207,90866.81148366307,-2.6578442678062735,0.8027856086237757,-2.0905426374289253,-0.5673016303773482,0
29,-6,6204.587491616942,10193.05616199448,90820.37755108242,-2.7029020175541967,0.8628579753180807,-2.03623135738186,-0.6666706601723362,0
30,-5,5621.909193017307,10172.808587477239,90913.73375773783,-0.21671032116483896,-2.8607645130077985,0.5298090575108961,-0.7465193786757354,0
31,-4,5008.164397548091,9964.983635200935,90869.00295785075,-1.5411762409209915,2.2228702094439967,-0.6731592028951734,-0.8680170380258181,0
32,-3,4304.871515479984,10027.028010077453,91040.70012725516,2.1508790658227364,-0.2264848363401017,-3.1285378409068394,-1.00376840045001,0
33,-2,3535.472966305343,10012.989400128916,91176.99756193484,0.6700555799006309,-1.4416862583269583,1.9504007674837436,-1.2803451875831127,0
34,-1,3444.580781031827,9999.325721438721,91374.76367894457,-0.8048577229957538,-2.641811075593008,0.7478571570971235,-1.5527148800928772,0
35,0,3396.4989434887434,9992.246054942405,91305.66875692135,1.7745656581129954,-0.07546113692673592,-2.9684943266677246,-1.5401253223988665,0
36,1,3713.5676152131555,9950.972153036893,91768.80784210046,-2.5642160888024184,2.490930240787954,-0.40021012428113073,-2.1640059645212877,0
37,2,4294.783119725607,9702.16920401855,91926.48494053076,-0.21598961270379716,-1.2239417645047792,2.1695055155858833,-2.3854951282896804,0
38,3,5280.61751934575,9798.965265560388,92159.80002288881,-2.8035143126167976,2.579609183986099,-0.2928809852728523,-2.510633327343945,0
39,4,5955.3940694360435,9845.672652231913,92225.90690860209,2.142923293685193,1.4006815986006433,-1.4922544234225898,-2.6480075900718028,0
40,5,7168.255337742475,9867.669408116504,92736.87512684455,-2.912576270112808,2.711669764159691,-0.18277950554069378,-2.7297967645721144,0
41,6,7745.639775013987,9848.964185093013,92893.95118354574,-1.6728817283807194,-2.271917840574506,1.1295014110948969,-2.8023831394756162,0
