Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,10710.828935696883,10018.812670841331,78659.43703754216,-0.3732941458083312
-34,10548.953158501217,9921.346773413197,78177.23144596677,-0.37080074802246205
-33,10551.949436790019,9845.033153091086,77692.96892123442,-0.3752341701176804
-32,10490.747357056853,9789.271340363917,77441.71025337956,-0.3688967090289494
-31,10285.81582408416,9666.502613020732,77071.93140080366,-0.3701755659444113
-30,10189.221954287616,9698.371907146851,76626.21339568788,-0.3785065162171506
-29,10043.371467021769,9574.774937497465,76217.41224779085,-0.37268033334506284
-28,9834.542363783932,9576.852847049984,75900.99754426871,-0.39579136191781955
-27,9573.68675156688,9477.005480092586,75429.2748393874,-0.3970664560081631
-26,9361.103635130312,9432.062851774626,75105.56820247303,-0.4028287118082036
-25,9193.339769470782,9368.348749218758,74931.87818393973,-0.40324300653090717
-24,8857.532739407106,9376.543580402018,74535.85617018757,-0.41023127162095996
-23,8689.891793894692,9286.102392943396,74368.51617561789,-0.4250354071946279
-22,8381.302985869333,9197.99800593746,74098.80046115791,-0.4283980188123599
-21,8144.887028340786,9082.636955309083,73863.91386830718,-0.4434854316161137
-20,7714.645374703895,9245.746925953094,73687.7934854111,-0.45409845564412343
-19,7452.628307430658,9187.947634155023,73694.47312030086,-0.4626706319075697
-18,7253.775217973699,9082.802222475932,73426.08322262198,-0.48337657282345897
-17,6802.535555710475,9065.833936114335,73269.50453182566,-0.4998814008104067
-16,6504.837830149191,9088.334128094795,73147.15474268865,-0.5152054359778697
-15,6264.625777318983,8996.48132508925,72974.9776160951,-0.5662993006389385
-14,5902.234493904867,9018.360199251505,72937.65561260842,-0.5746944253494837
-13,5577.581936521179,8999.530753064537,72871.71030065378,-0.5994701676491951
-12,5315.900489393472,9046.496321149456,72880.1502950049,-0.6359338433986519
-11,5049.767279222182,9032.803701687628,72655.65682913933,-0.6837292432033374
-10,4651.59244398857,8946.816921960577,72743.87042777812,-0.6989406230834586
-9,4211.125414973608,8977.628399104857,72663.09251461034,-0.796556789712047
-8,3978.3928187563984,8964.791612841804,72729.9786779326,-0.8215190318421731
-7,3705.4289215863687,8905.203928540754,72689.61948380269,-0.9218717867027992
-6,3329.269029703008,8872.429365247093,72823.32006815316,-1.0189779967019512
-5,3210.4052853655744,8888.977286373802,72871.43040658731,-1.0870539173218348
-4,2908.515437859067,8952.883187242538,72887.50454933367,-1.2124501556180756
-3,2782.573931252778,8826.813240669702,73031.70658089092,-1.4310163282467485
-2,2690.934817463267,8891.95238820929,73242.23529779824,-1.5454927998360866
-1,2774.212289163174,8868.84749311704,73314.44845297052,-1.7834048627002794
0,2697.9115550299957,8892.526688887861,73362.51243312105,-1.7864613764963326
1,2998.9508582066774,8895.01432535873,73887.60577934231,-2.0803667184367716
2,3132.0836539429706,8940.759003293197,74122.72022974715,-2.2006183691621137
3,3510.099537599109,8962.121220959636,74546.73044417512,-2.3621635325932715
4,3987.7507163474124,9041.104777043847,74748.19089116724,-2.4353104011109785
5,4379.623520977216,8994.31974829313,75178.3207538583,-2.5326753509848334
6,4654.340630882067,8978.98448266558,75343.95703808522,-2.5989658125570654
7,5058.752355174129,9052.833577531403,75761.69949410396,-2.660194104879368
8,5485.899457239567,9101.936098427015,76363.19943003902,-2.7237778345575214
9,6030.040132313342,9135.153625967325,76641.16873789129,-2.7639125669629503
10,6577.8762759852025,9253.014774840807,77267.07262179801,-2.7957783680243566
11,7086.197637241254,9181.504140347228,77855.77238298723,-2.839155493510336
12,7696.524196919159,9291.718732305122,78348.26686653767,-2.8697951614813797
13,8219.599165523976,9372.001579117079,78837.97081788415,-2.8748629373816432
14,8824.088672623424,9489.253038333012,79532.03029278638,-2.910110272901043
15,9445.50492125735,9551.152830342075,80334.51793726832,-2.9350819076178123
16,10177.443476759838,9605.989756693963,81067.79874021694,-2.9581883783316
17,10861.108508217085,9598.222649561545,81807.72311052757,-2.970850157727281
18,11628.374375150632,9763.816845382558,82811.31890840273,-2.978600392766715
19,12386.946155578597,9775.370886459828,83663.67732343038,-2.993803580254688
20,13058.483261653333,9887.694714083555,84834.63596769764,-3.011176519883469
21,13775.385908266437,10034.302594809591,85816.38871468713,-3.0157046418544815
22,14346.933541993358,10166.90728499771,86759.85784707533,-3.02863560831011
23,15061.429593801759,10190.976239857888,87968.70527178748,-3.033971794295146
24,15879.35760545165,10401.723113047059,89194.31650223788,-3.046442818909185
25,16868.087980927634,10639.832129642144,90923.99262263883,-3.054141080340622
26,17542.73347576108,10694.968210229637,92220.12846710558,-3.055546813412169
27,18164.647778130973,10849.97112361222,93694.78115430598,-3.0610004601984055
28,19114.909493118368,11121.844518195516,95578.66683729847,-3.067532462042258
29,19814.237700219182,11284.971475027633,97034.881949296,-3.071508848692163
30,20384.919372297063,11593.729757634821,98872.1246008895,-3.0699312490639774
31,21132.129978721412,11729.871797942438,100643.76337711273,-3.0769279543798795
32,21733.93127768401,11950.819546861792,102588.96142497937,-3.078622728800761
33,22464.746455762015,12198.966405444953,104712.00111400142,-3.078865395852546
34,23020.03075140009,12486.587845355034,107189.40774039568,-3.079707491674467
35,23551.632525182486,12944.66783744526,109832.647045539,-3.082164044122089
