Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,29445.652593380466,12790.522854824645,105651.13595924691,-0.22732236436137332
-34,28735.014305166023,12544.739070920317,104270.54341445037,-0.22538313703696475
-33,28112.334586176807,12386.485190289299,103091.91569703961,-0.22736011160993344
-32,27601.575841257752,12289.099751225154,102084.4490676102,-0.23255916813511748
-31,26916.19219619707,12115.82508582049,101051.48860165007,-0.2319395668366315
-30,26195.797120709238,11903.089670480289,99985.1448488694,-0.23735802665044517
-29,25441.775080078296,11711.886894944682,99076.11855377014,-0.2381315336149289
-28,24920.869099042484,11652.493130995592,98403.4390160063,-0.24101765741361267
-27,23879.957488916465,11432.220851829283,97299.67827648598,-0.2455226073839286
-26,22987.588743966975,11264.442365706904,96459.39886519873,-0.251391767773329
-25,22317.76152936407,11219.332801849727,95975.56226175831,-0.2572337086570397
-24,21357.65688635959,11217.370065652147,95196.04759502114,-0.2635857736737996
-23,20550.888816707287,11030.912571089428,94664.13782287006,-0.266066647345955
-22,19723.419757410546,10864.772575815745,93920.59102797096,-0.2722704315167728
-21,18940.190748728197,10824.757942676131,93560.72656438577,-0.2701231583597104
-20,17971.57885769411,10724.590174974091,92943.78394379742,-0.28822064084461757
-19,17304.35892423597,10619.36959754814,92622.34979273925,-0.2943593279953503
-18,16376.468948332602,10571.759366605818,92095.01857492833,-0.30441813186982863
-17,15495.330619022929,10489.602094950671,91673.66701226275,-0.31531463795287057
-16,14670.941433525551,10418.197675252277,91393.77526322061,-0.33174949125616876
-15,13756.251659671698,10309.677948172686,91084.00941867627,-0.3410134567013137
-14,13001.057269258337,10312.568587302505,90778.77766456046,-0.3647834688483558
-13,12194.62209454517,10198.07931263068,90629.02609641645,-0.378749408486696
-12,11359.460778166445,10236.993810312619,90504.21263631359,-0.4049001947909107
-11,10724.306618008173,10120.550627937693,90178.47150770486,-0.4202798354236827
-10,9703.639734024042,10166.498804888672,90133.18296750834,-0.4505118824506722
-9,8722.040456887322,9969.028155015614,90051.15767012897,-0.4906742103985963
-8,8036.461326278215,9933.97737317851,90046.1874071019,-0.5302551554047282
-7,7284.600806934025,10017.628698909484,89977.4720695989,-0.561843466230477
-6,6153.475987610512,9831.92374485684,89943.05692174856,-0.6663553555936955
-5,5695.304407976378,9898.795171181015,89831.01795570883,-0.7210488373618507
-4,4924.790664858195,9916.148881687599,89899.00884074531,-0.83812935752578
-3,4160.320101739824,9839.174934210809,89856.791489026,-1.0541791379899916
-2,3626.630444783037,9873.413509843303,90074.27295388287,-1.2662019707834868
-1,3440.5389228398276,9825.399963492486,90263.01994447868,-1.5280004997131862
0,3342.7816749688213,9789.999829380164,90277.0500401813,-1.5692449186295445
1,3718.8377576304497,9813.425229516812,90693.88523129972,-2.141332151869906
2,4361.189236151968,9811.175723261089,90779.02672452947,-2.3393692184560577
3,5269.416275436856,9772.571490799282,91202.29747096171,-2.5366694649895543
4,5996.092248587252,9740.186224690762,91451.23953429732,-2.6467350055952
5,7015.84179847695,9827.075045641519,91633.58965261736,-2.7503885484109163
6,7861.348369552,9758.128729429203,91944.08013811782,-2.790732462438035
7,8701.077900447088,9810.443239528395,92315.259565101,-2.857863418334395
8,10252.329930563676,9771.950257789444,92786.43413721613,-2.9016820555629814
9,11095.961572133237,9763.4706263305,93220.44338335803,-2.936739380303006
10,12686.134789596415,9766.40349803891,93853.30460916448,-2.973463565900744
11,13924.510104118644,9832.787675819985,94420.03398414172,-3.002604387926965
12,15168.009482794701,9717.92786853037,94971.55339349034,-3.020477420238359
13,16518.187804502944,9745.370365580064,95411.2004481682,-3.035468082114344
14,18073.037011459746,9896.19375891178,96329.00981665455,-3.0505449111146548
15,19683.596194542366,9778.13359556686,97090.11840970074,-3.070086107583504
16,21302.877779728024,9842.047720293585,97819.75024231481,-3.086103077322391
17,23066.012185049913,9784.22810192403,98809.11369168338,-3.0940387115339747
18,24907.678914704407,9874.830580686197,99746.804799511,-3.104268047426972
19,26927.866069816926,9855.7517497972,100991.13497381298,-3.1177400545569665
20,28954.217281124864,10022.059005314755,102180.67203739437,-3.1257048454628973
21,30971.005025690232,9936.546814206724,103196.64841770827,-3.134792170613276
22,32676.297369647884,10061.662718398165,104289.77485435404,-3.1405619560755773
23,34915.24414071772,10122.895635560577,105609.11909579406,-3.1462883804885293
24,37629.31397635374,10141.71961435506,107139.07108058878,-3.152365596538383
25,40755.87766787808,10193.30885049897,109070.49159251922,-3.1613785390655837
26,42976.193191789826,10236.170762058855,110530.98629194852,-3.1654210283476623
27,45981.68203819355,10305.676728329216,112405.11982878095,-3.171036163982189
28,49998.38188737095,10362.411736572778,114977.70330737806,-3.178215424603245
29,52549.58751890754,10397.587976883851,116617.12120154873,-3.179857972705065
30,56168.41419190774,10450.84259899943,119220.23143338953,-3.1838296490718445
31,59761.00491763439,10684.057500307028,121759.74770245567,-3.188850048353412
32,64021.197552047706,10786.152739950427,124786.00598808056,-3.193409762018749
33,68518.9088887905,10908.641559004813,128049.30814786644,-3.1969583083715514
34,73253.41751124534,11100.642906422456,131503.28828782993,-3.200225021319627
35,79865.90338957174,11335.86895484494,136708.63978940065,-3.2043615498839073
