Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
-35,17735.83523386725,11637.876067490966,91678.21639102606,2.145900220917043,-0.9066617726143262,2.4355077536803917,-0.2896075327633483,6
-34,17439.408668949647,11349.282301871486,90944.82413818919,-2.8302926857049253,0.4089908544422604,-2.5386674133908596,-0.2916252723140662,6
-33,17281.48679660918,11289.568492676013,90331.60154781125,-1.5177798837983458,1.7198646456132447,-1.2262312496558867,-0.29154863414245913,6
-32,16919.38718465937,11394.467430298495,89552.47508563237,-2.73094205566339,0.5227477438570948,-2.428547971479227,-0.30239408418416325,6
-31,16746.119416610276,11041.77611446068,88966.44455609999,-0.1640197230683812,3.0931458299514443,0.139561105713016,-0.30358082878139747,6
-30,16273.235085414875,10968.290266835673,88257.2011921751,2.406218103965215,-0.6342956521859094,2.7074226048679484,-0.3012045009027329,6
-29,15953.348133979243,10966.31899671013,87853.61837170675,2.460366288766992,-0.5789161485616681,2.7616084796896385,-0.3012421909226468,6
-28,15694.608489552003,10833.213628550044,87381.31128968413,-2.514168968140974,0.7220147348968983,-2.2077595580168516,-0.3064094101241217,6
-27,15153.981727149197,10593.854472361676,86672.63272121546,0.049735679941002656,-2.9885029220881836,0.35743991401499986,-0.30770423407399683,6
-26,14718.252839999948,10471.886411657712,86043.35472101778,1.3578727370005885,-1.6664987725136033,1.6672202014255944,-0.3093474644250058,6
-25,14372.29113781194,10550.84213511047,85853.66032670383,2.661315992397016,-0.3629152742521191,2.979343463300066,-0.3180274709030497,6
-24,14012.105634807715,10519.063613392484,85226.05515546072,-2.3334451517198143,0.9483056762114216,-1.994422017538572,-0.3390231341812422,6
-23,13406.248350490852,10347.850762936834,84773.0340335848,-1.0046281651923783,2.252422403687798,-0.6835646011692575,-0.3210635640231203,6
-22,12887.700821044358,10241.808247249275,84413.79956840824,0.2941993320155966,-2.704426182285414,0.6266214446972023,-0.3324221126816056,6
-21,12382.65680760984,10239.501795308866,83954.27083718216,-0.9274969801192818,2.3651186805650193,-0.5756413198104098,-0.35185566030887205,6
-20,11787.012970404407,10191.09317997469,83661.05580741588,-0.8768880416839828,2.401689370631186,-0.5202806256018699,-0.3566074160821131,6
-19,11432.858727437044,10119.034394365219,83574.79254065017,0.42041781182068766,-2.53846609761955,0.7875694576803985,-0.3671516458597113,6
-18,11061.124496782708,10061.345615278442,83103.70285706298,1.717289426757383,-1.255911103276499,2.0992808228443707,-0.3819913960869874,6
-17,10341.636630157245,10087.610700211595,82936.63705299742,0.49573218323486645,-2.42937430750952,0.8976221770226692,-0.4018899937878029,6
-16,9920.308232474677,9757.156643157008,82531.92161009288,1.7968661206222651,-1.137886179825835,2.20854707290052,-0.41168095227825496,6
-15,9294.328379173194,9986.231682470292,82297.02805816704,-1.928720982024392,1.4005086272254783,-1.5074183640435048,-0.42130261798088675,6
-14,8816.496276054651,9868.27262244292,82164.71625544518,-0.6501246538655152,2.72380394357696,-0.19531080910893706,-0.45481384475657816,6
-13,8321.620475252788,9973.764592830144,82006.6892444885,1.909653104935301,-0.9819566546456809,2.3730017633681615,-0.4633486584328601,6
-12,7818.193045865883,9863.944625621769,81861.36977700799,-3.1038596493508726,0.3337100373258894,-2.5979958892939097,-0.5058637600569629,6
-11,7542.599231935445,9757.844678154195,81929.31509625266,-1.8216693176420895,1.6365144941631309,-1.2876081827010935,-0.5340611349409965,6
-10,6768.621830532771,9863.771155184626,81745.65522980936,0.7166492219182403,-2.079586825099004,1.2817750699721115,-0.5651258480538708,6
-9,6170.052068447068,9746.401897824257,81662.1346200742,-0.5286574285140994,2.9966063907759453,0.07891190573214113,-0.6075693342462403,6
-8,5578.941878954952,9788.236722520493,81756.22611209088,0.7330868559223301,-1.9687640396200212,1.3923621308865204,-0.6592752749641901,6
-7,5149.921129948445,9761.96441365808,81767.192521349,-1.8133990707009155,1.8354119406527976,-1.069038287496396,-0.7443607832045194,6
-6,4595.868267137365,9705.49010885142,81631.10139974748,0.663588124666357,-1.8612517536733417,1.5002360608830332,-0.8366479362166763,6
-5,4218.018681552796,9657.803883248498,81790.27127987074,0.6581587621746752,-1.8005901607170947,1.5556229876773913,-0.8974642255027163,6
-4,3790.0075283387914,9691.487648819326,81834.63806265674,-0.6676428804513982,-3.0187736083488628,0.35291103201917645,-1.0205539124705747,6
-3,3394.2305015722304,9657.808824382178,82035.72429085143,2.9283946217845465,0.8341489168733295,-2.107291815598133,-1.2474988697969067,6
-2,3223.535065590005,9591.068746132867,82347.23692545759,1.549393883363444,-0.3978163322578045,2.9740115635810307,-1.4246176802175867,6
-1,3147.642359509041,9631.376726917084,82310.87287966696,1.3196328316805013,-0.3546929413545635,3.026839701083704,-1.7072068694032025,6
0,3035.0644391058213,9861.228352434486,82458.70909390299,-1.0989951303817134,-2.7890352431160927,0.567324210795412,-1.6663193411771253,6
1,3376.5316845848765,9724.302482397756,83025.77654966121,-0.21448879285879127,-1.4691206415405418,1.8800699432440662,-2.0945587361028575,6
2,3893.946467877398,9793.10743919665,83267.1663499918,-0.3739706930973967,-1.438419997700656,1.9331960993432258,-2.3071667924406225,6
