Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,29903.040120790276,13096.756010309817,107116.86493904586,-0.22563753525809274
-34,29244.684101304058,12735.371096225334,105868.77934475672,-0.2286100532118915
-33,28621.54436092674,12611.191602263418,104715.79627689533,-0.23052267160580023
-32,28000.08606474256,12447.201311438343,103563.02129767793,-0.22962134937428488
-31,27224.485097094246,12286.400191597926,102377.76189806154,-0.23166845389445823
-30,26652.91465287173,12100.984204340442,101463.8115718562,-0.2321562895648862
-29,25752.48440468626,11915.782849838075,100405.35826128694,-0.23881860034570665
-28,25095.45896313642,11862.701060834028,99588.90379899273,-0.24445062816148364
-27,24083.818922049304,11680.524262049594,98456.55641175254,-0.24440136694028633
-26,23171.311779072024,11435.421498101787,97824.90470287036,-0.2516941237203471
-25,22591.82774220358,11319.30960049874,97097.76560653093,-0.2539149254285264
-24,21513.02609885078,11204.366644656058,96404.82838028793,-0.2651889981954669
-23,20700.951050209525,11110.415513987193,95739.90550044239,-0.26721696567872366
-22,19913.231297338218,11044.679973456281,95163.65136687411,-0.2763802226557029
-21,19041.204806771817,11054.65008466656,94610.50839222415,-0.2818493169802703
-20,18050.74102585737,10890.327546258111,94031.13774930798,-0.2902492863202788
-19,17391.68954478149,10806.36963680176,93759.16420872307,-0.29310425243630517
-18,16551.19830528207,10761.793969552857,93371.66940684414,-0.3052560259768283
-17,15698.376867624293,10644.2182678267,92887.83069883882,-0.3158373143198511
-16,14807.576597127481,10574.884022107306,92710.2015777013,-0.3283321980020893
-15,13960.058790898665,10556.76626559677,92217.09288369486,-0.3442055950085023
-14,13107.459320910877,10365.668860935444,91932.65731234207,-0.36092855246836564
-13,12232.285346578412,10317.543485085667,91725.27759370317,-0.3833580922849323
-12,11487.11904516984,10322.505769687541,91510.44858878356,-0.3991693418908353
-11,10716.651167149166,10297.196434972207,91313.06230206053,-0.4145676902033311
-10,9858.158469126758,10193.114890648705,91112.03782144918,-0.449845197256072
-9,8825.525887338428,10245.190227817044,90972.78510179196,-0.4837632669028116
-8,8182.395906584362,10154.217151927745,90889.09129994949,-0.5228087480133287
-7,7292.9601376741,10019.874314448005,90819.46367562811,-0.583271399738928
-6,6262.494924050297,10040.081228818442,90814.2490594631,-0.6727455616450353
-5,5809.295041717972,10106.417546496135,90766.39489540648,-0.7359170628279471
-4,5017.90452550112,9980.289651930829,90818.60762611497,-0.852878248852171
-3,4247.307101711395,10010.104097714468,90824.98323436301,-1.0487405479482088
-2,3638.96538431744,9889.234950146549,90884.2243683407,-1.261950112575863
-1,3437.2450139633766,9932.860834628307,91116.6344660644,-1.5372716348059765
0,3440.377380863732,9942.366616092098,91162.2428015344,-1.6004373663577744
1,3791.9751123669666,9800.853989109202,91579.88710547739,-2.136386867310053
2,4394.95865632987,9910.453615832897,91743.12207883048,-2.3742074053667683
3,5363.422181519199,9799.13848656451,92218.55371992064,-2.5514838779925113
4,5948.062034302481,9873.325276550871,92255.52771939144,-2.615743408678316
5,7152.745678456416,9948.491387422573,92725.06104659999,-2.7540063588475427
6,7919.1622459611945,9917.818969687496,92911.63864211742,-2.7973753262713856
7,8940.350185649195,9835.649658732962,93421.9644468915,-2.855413544019523
8,10238.414940291272,9813.43174478474,93885.27291316888,-2.9030019708520274
9,11223.463943131965,9927.136100971495,94240.38479498027,-2.9301666127670813
10,12720.531027064537,9940.710640395337,94716.3786374383,-2.9710531877120854
11,13962.271858594611,9834.146439559461,95275.08747749725,-2.997609927960132
12,15300.36578565591,9953.72377836285,95809.38270718542,-3.022411649317727
13,16476.12772680789,9897.378777128848,96380.6312257466,-3.0408200384598403
14,18007.9245798776,9813.28188029825,97106.24845114855,-3.0521407676286145
15,19660.26129770078,9885.148810493081,97780.18985920236,-3.0683925404843753
16,21407.38744215293,9962.058081285879,98684.743681525,-3.0875487367654486
17,23176.8402261294,9941.117251169906,99696.45057275663,-3.0940969475267934
18,25042.91086856692,9982.703002349068,100602.77162764635,-3.1075620216368325
19,26992.77565934347,10088.959868221069,101783.68710674038,-3.1173351226477615
20,29115.824229987036,10021.720940687459,102848.6255986564,-3.1277232550027434
21,31077.464536455158,9986.876772073201,103991.09959766727,-3.133136015248716
22,33065.300892273306,10057.810410216545,105023.61976122188,-3.139651260641722
23,35056.46912437237,10116.407828583478,106369.4548635594,-3.1459003112476167
24,37891.85792788151,10261.963069539659,108103.48738245328,-3.1546550865053704
25,41074.008025344614,10257.825781175039,110025.45704125502,-3.160580196918852
26,43552.62859862552,10362.038519298674,111595.29629460326,-3.164408106159046
27,46282.43445292321,10478.32897248471,113511.8788289947,-3.1728896177695685
28,50390.28204043605,10537.962703785082,116132.37149786117,-3.1780963042102033
29,52914.219308915366,10559.050556219065,117815.5249200596,-3.1817861043788134
30,56501.27833698718,10520.348431609511,120177.8115791868,-3.1841573290849094
31,60256.62521986504,10785.597481811292,122921.91587878861,-3.188684484453694
32,64421.71951062795,10899.650792873383,125981.8622808945,-3.194047553109225
33,68748.00869795188,11020.297525667336,129125.82535675018,-3.195570784618749
34,73719.08143041418,11211.629638729168,132664.8654656699,-3.2001082273825268
35,80519.56363978014,11334.768820731719,138004.16621342118,-3.2054139006937077
