Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,8349.616616524809,9067.958859067068,74971.17504064228,-0.44591674208564425
-34,8416.319089764871,9027.948858525348,74683.42578456491,-0.4253568855030556
-33,8350.688009283595,8938.728702834276,74363.70792511533,-0.44047746956161227
-32,8317.886510116712,8867.239933313496,73984.4684226717,-0.4345439985525819
-31,8367.781955449746,8770.430660182989,73674.24871130213,-0.43029524028461186
-30,8222.358692012296,8777.81377445543,73298.41979538332,-0.4297588455563117
-29,8187.595123982362,8763.110305620168,73004.10430767077,-0.42972766269100965
-28,8049.811055244697,8640.497070861062,72741.81085355632,-0.43728400082689234
-27,8045.327662107457,8725.381413482013,72281.65052716258,-0.4325816498422223
-26,7776.570821579389,8634.270150049553,72021.90531008477,-0.4431306979536827
-25,7698.77345195302,8529.93017572766,71848.32370755292,-0.4476320431111951
-24,7475.241868654713,8525.581489177946,71586.41211939043,-0.4621985752984073
-23,7383.486491231935,8449.71837361925,71346.53506508346,-0.45112258242898245
-22,7195.3726593025995,8416.00479184378,70989.98293181618,-0.4656096325412416
-21,7011.939049151821,8404.749442156435,70739.5781987447,-0.488288718247472
-20,6699.48382041228,8405.467743939194,70541.07157385793,-0.48690581818872936
-19,6517.879586451524,8362.015968036358,70393.00449215248,-0.5052829421212888
-18,6471.51748818675,8308.339617251228,70184.75001511033,-0.5287349203132479
-17,6129.738250470171,8361.108080683605,70047.58440134356,-0.5324131054618645
-16,5806.999339914092,8130.251773027012,69903.37249184957,-0.5538998337925655
-15,5544.977992093195,8096.741933652734,69780.78208378563,-0.5905072691354123
-14,5303.645715234276,8187.909840429827,69519.11347293742,-0.6034792586759176
-13,5128.6201264000765,8190.011354220846,69340.98210638546,-0.6317960687170773
-12,4915.238344843741,8235.045172775099,69408.0588161854,-0.6651465609011437
-11,4602.0670841631445,8124.254912156558,69385.65360332996,-0.6822654753446432
-10,4372.121964966435,8114.432015265636,69391.23926388788,-0.771896197548331
-9,4070.195531404896,8087.243033373566,69282.71454846556,-0.808036594847848
-8,3875.0520047553473,8088.89757739925,69372.96217188568,-0.8361357471690796
-7,3599.8018800534633,8150.720828249825,69531.07896087109,-0.8829847418058284
-6,3335.2477310560466,8059.205551247397,69592.36286728394,-0.9910535952896572
-5,3229.474250950634,8124.950440101824,69626.01793509316,-1.0705066045389569
-4,2938.1072353918184,8081.223842922857,69770.52206138663,-1.1373728846084326
-3,2804.548727993891,8137.274804993274,69876.40884572854,-1.3022215046324503
-2,2710.1491431142836,8093.765256597264,70089.92646062776,-1.4104723739256404
-1,2579.662437678144,8198.972226427979,70357.65138797426,-1.5369403439139144
0,2645.7882853847855,8115.570939588415,70321.57286343099,-1.5786943277481462
1,2649.7403250114717,8092.216381579092,70751.33054334027,-1.846866213469962
2,2825.4873175341886,8136.956011081307,70923.39203808004,-1.9570354932859448
3,2891.4756305525334,8263.659874578263,71273.55836059463,-2.108599397173671
4,3185.651779670717,8179.690939840301,71540.93296031552,-2.220938201313404
5,3393.2689594489543,8232.082878371644,71817.21605822438,-2.3276749247148962
6,3687.1879581627195,8271.253662456116,72077.6722229149,-2.38577711915952
7,3947.6798234281946,8367.428519607984,72390.52270196426,-2.4848971752659694
8,4255.0205090439895,8264.375551515193,72920.73521259993,-2.554311554139017
9,4566.491704941921,8317.049683049636,73263.09560616284,-2.5907857757914736
10,4897.987683575877,8482.173607736622,73715.01551602878,-2.6517228688664467
11,5303.420938619946,8459.08908223758,74283.67427265759,-2.727743133722069
12,5743.006075127327,8545.278586298731,74876.71841819129,-2.739852653693905
13,6102.799878076974,8539.905203799319,75299.10877358707,-2.768672822274992
14,6560.168294571165,8609.565459929412,75987.23577790843,-2.8006523113881827
15,6885.170366241601,8669.946362352423,76603.68285902805,-2.8219693694328196
16,7464.442950322403,8683.191986296872,77630.27400270877,-2.8498557492024665
17,7940.281234595099,8859.88576809118,78399.88467150227,-2.880993463615644
18,8324.965146572622,9061.21844821078,79165.7488845584,-2.8944826962374406
19,8911.658214249126,9037.901310162246,80204.22365925071,-2.905431903273644
20,9187.247319619351,9186.17390136041,81300.29945311735,-2.9261511079832787
21,9832.927611786436,9247.970361250105,82314.45342159788,-2.937249063426696
22,10138.27893559528,9341.831580310614,83250.32029014852,-2.9458799820139183
23,10459.11309122602,9518.448145317876,84237.61191561304,-2.9518115401572627
24,10968.74190930835,9598.539694397485,85529.21413318125,-2.9562411879665507
25,11472.361518090394,9829.329064252895,87115.10432895632,-2.9720280654989293
26,11762.882493955442,9917.190635807101,88104.80889934143,-2.969255742641313
27,12073.215890474765,10077.310973093163,89395.26725760971,-2.9660883959256554
28,12317.673223644526,10306.597701833387,91183.43841691676,-2.974491805033772
29,12705.670712170651,10435.829582663207,92425.36086278204,-2.9721636505842057
30,12800.48309696026,10668.531360958837,94024.95510013646,-2.9753473253585843
31,12828.870766984388,10791.862307922236,95409.00898166833,-2.972332953638609
32,12889.600708165895,10977.61980412671,97069.32717978621,-2.9708965745354696
33,12942.939920920362,11198.130744669304,98592.20501491003,-2.96671010342547
34,12939.445994768636,11486.57335863112,100273.18553384721,-2.951440762587918
35,12686.807935478473,11682.785962516064,102531.77878811718,-2.945918241074707
