Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
-35,22271.347704199525,12983.051518654856,109625.09880383135,-1.6315081654551562,1.5800235092736086,-1.3546768176056536,-0.2768313478495026,1
-34,22010.64378392991,12704.39830955134,107769.13595326882,-2.838028353316321,0.38358900305137417,-2.5548282700678433,-0.28320008324847734,1
-33,21397.12153765939,12400.169133289186,106191.5084583261,0.9876018385243346,-2.081921038535692,1.2681601579092712,-0.28055831938493636,1
-32,20815.187844715052,12212.621334378175,104796.07288525923,-2.731742754769249,0.48479533134780917,-2.446950263859314,-0.2847924909099344,1
-31,20418.32451814532,11885.420273837442,103228.54093410504,-2.6835934896544638,0.531778494319257,-2.392043848398282,-0.2915496412561822,1
-30,19792.58753575531,11656.10167235027,101782.07946375888,2.3992053976801184,-0.6770742565993417,2.6881371465268558,-0.28893174884673734,1
-29,19183.301297195274,11620.427757566107,100041.87598619406,1.1966809596805599,-1.8750395104677973,1.4856240468600503,-0.28894308717949,1
-28,18468.197304970185,11568.255924277913,99195.53701321926,-2.5256460829490663,0.6897177057194392,-2.227908745119407,-0.29773733782965905,1
-27,17603.309581315134,11358.042508860444,97522.00072131808,-1.2181061492516825,2.0009703711929174,-0.9189504751509704,-0.299155674100712,1
-26,16806.981001258715,11057.822493330363,96413.6844945874,2.6018322365634816,-0.4649795234413398,2.906251752089433,-0.3044195155259519,1
-25,16339.870366826657,10910.791141435857,95420.80312435483,2.6503512631516375,-0.3955856819659145,2.9604774936155396,-0.31012623046390253,1
-24,15531.752212910611,10820.344548055542,94318.02105686055,-1.0746763819870404,2.1808184753227984,-0.7558396560381815,-0.31883672594885937,1
-23,14766.356735819509,10669.94633710381,93441.29704171678,2.7350438859336244,-0.30466582224917343,3.0693717387162143,-0.3343278527825895,1
-22,14008.577772101045,10545.44018957595,92596.25687767727,0.2638848846857582,-2.752639178783595,0.6098250819125547,-0.34594019722679636,1
-21,13306.838551239647,10550.727056265087,91648.04931689778,0.29628758951473005,-2.6991567090677915,0.6636087473252295,-0.36732115781049934,1
-20,12540.528005348446,10378.86320887411,90757.67142456745,-0.9174434946845754,2.3800850296477063,-0.5389873909777688,-0.3784561037068066,1
-19,11819.669066851475,10261.19028454373,90268.33536791138,1.6511031169280206,-1.3511351374700789,2.0282481053590744,-0.3771449884310538,1
-18,11248.681185565914,10121.870503207969,89578.06739598178,-2.068840890068617,1.2279636759858041,-1.6875861976894873,-0.38125469237912935,1
-17,10502.25153715,9992.807996682772,88967.11852481523,-2.0611635117638443,1.2831109805640726,-1.632403756792388,-0.42875975497145635,1
-16,9657.643737751201,9941.774335647635,88223.28385773265,0.48106683244321063,-2.4394173352959827,0.936461803829118,-0.4553949713859078,1
-15,9075.949591341412,9917.815830335463,87848.17489285815,3.041387338645915,0.13841246769635335,-2.780134408570712,-0.46166355996295927,1
-14,8120.544535700497,9715.715920546416,87159.12601023655,-0.7120498797773275,2.7106192796362394,-0.2132376156264629,-0.49881226415086477,1
-13,7526.630360542148,9770.281649384298,86716.81607134912,-0.7155469724390711,2.7450876930445283,-0.15676760159909628,-0.5587793708399751,1
-12,6939.917546705867,9703.966463752957,86355.47146843564,0.5767871634933104,-2.2061148265144195,1.1541245177689154,-0.5773373542756053,1
-11,6493.9073927070585,9843.71698282188,86011.12370800535,-0.6754995178006259,2.8501337832479616,-0.0467892700053317,-0.6287102477952944,1
-10,5757.902762671588,9744.08662739268,85706.98511635991,1.8368322199334612,-0.8439599673636359,2.520948102796651,-0.6841158828631899,1
-9,5095.402622603225,9647.256990036849,85307.53730966886,-1.9517946694941575,1.6972084648632666,-1.1955423140729509,-0.7562523554212066,1
-8,4667.015122054586,9483.550647499442,85144.55779611363,-2.0032191524619383,1.763515298151047,-1.1402938122030455,-0.8629253402588928,1
-7,3929.131855281878,9559.951933722836,84912.56767695681,0.41878576455116906,-1.9576694503008272,1.4268705451227954,-1.0080847805716262,1
