angle,c_angle,error,Trial
30,32,2,2
31,33,2,2
32,34,2,2
33,35,2,2
34,35,1,2
35,35,0,2
-35,-35,0,3
-34,-35,1,3
-33,-34,1,3
-32,-33,1,3
-31,-32,1,3
-30,-31,1,3
-29,-30,1,3
-28,-29,1,3
-27,-28,1,3
-26,-27,1,3
-25,-26,1,3
-24,-25,1,3
-23,-22,1,3
-22,-22,0,3
-21,-22,1,3
-20,-19,1,3
-19,-18,1,3
-18,-18,0,3
-17,-16,1,3
-16,-15,1,3
-15,-15,0,3
-14,-13,1,3
-13,-12,1,3
-12,-11,1,3
-11,-10,1,3
-10,-9,1,3
-9,-8,1,3
-8,-7,1,3
-7,-6,1,3
-6,-5,1,3
-5,-4,1,3
-4,-3,1,3
-3,-2,1,3
-2,0,2,3
-1,1,2,3
0,1,1,3
1,2,1,3
2,3,1,3
3,4,1,3
4,5,1,3
5,6,1,3
6,7,1,3
7,8,1,3
8,9,1,3
9,10,1,3
10,10,0,3
11,12,1,3
12,13,1,3
13,13,0,3
14,15,1,3
15,15,0,3
16,16,0,3
17,17,0,3
18,18,0,3
19,19,0,3
20,21,1,3
21,21,0,3
22,22,0,3
23,24,1,3
24,25,1,3
25,25,0,3
26,25,1,3
27,26,1,3
28,28,0,3
29,28,1,3
30,30,0,3
31,30,1,3
32,31,1,3
33,32,1,3
34,33,1,3
35,34,1,3
-35,-35,0,4
-34,-35,1,4
-33,-35,2,4
-32,-34,2,4
-31,-33,2,4
-30,-31,1,4
-29,-30,1,4
-28,-30,2,4
-27,-28,1,4
-26,-27,1,4
-25,-27,2,4
-24,-26,2,4
-23,-25,2,4
-22,-22,0,4
-21,-22,1,4
-20,-22,2,4
-19,-19,0,4
-18,-18,0,4
-17,-17,0,4
-16,-16,0,4
-15,-14,1,4
-14,-14,0,4
-13,-13,0,4
-12,-11,1,4
-11,-10,1,4
-10,-9,1,4
-9,-8,1,4
-8,-7,1,4
-7,-7,0,4
-6,-5,1,4
-5,-4,1,4
-4,-3,1,4
-3,-2,1,4
-2,0,2,4
-1,0,1,4
0,0,0,4
1,2,1,4
2,3,1,4
3,4,1,4
4,5,1,4
5,6,1,4
6,7,1,4
7,8,1,4
8,9,1,4
9,10,1,4
10,11,1,4
11,12,1,4
12,13,1,4
13,13,0,4
14,15,1,4
15,16,1,4
16,17,1,4
17,17,0,4
18,19,1,4
19,19,0,4
20,21,1,4
21,21,0,4
22,24,2,4
23,24,1,4
24,25,1,4
25,25,0,4
26,26,0,4
27,27,0,4
28,28,0,4
29,29,0,4
30,30,0,4
31,31,0,4
32,32,0,4
33,33,0,4
34,34,0,4
35,35,0,4
