Index,Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Phase Difference,Trial
0,-35.5,60.53985971924661,46.140192325423115,371.6312247839858,-2.706647850743286,0.5720773205722633,-2.3817320901256784,1.2458805661772896,0
1,-35.0,60.5286630685037,45.696949675172625,370.5392726032295,1.110722175586202,-1.8968475813450545,1.4401860157080035,1.2413324866730946,0
2,-34.5,59.992636639196355,45.749741986639776,367.2004824283555,-1.3421238800171584,1.930616978756486,-1.0209990872716759,1.2496715340494138,0
3,-34.0,58.86342474533182,45.521512446757555,365.82602731950357,-0.03852842484201213,-3.053420190698392,0.2876304170609168,1.2446374848919675,0
4,-33.5,58.28008228875639,44.39179601668792,362.4707863939014,-2.4888730083791653,0.7780213568026176,-2.173311575319903,1.2552348937356346,0
5,-33.0,58.731439065204164,45.25116256805108,361.8969184921408,1.3271770025737548,-1.6950407747876715,1.6513617328938472,1.2466115964748044,0
6,-32.5,57.88203333602662,43.87779038022373,359.4386628336887,2.6352915851072316,-0.3767445921716414,2.9593404488410253,1.2467474630611033,0
7,-32.0,57.084570739955794,43.17365307717574,357.9019757294269,0.16796762614776917,-2.8418918966633657,0.498366978983424,1.2403969739592418,0
8,-31.5,56.49608895454496,43.40737503535982,354.83138489945605,-2.292371449409633,0.982181395035824,-1.9644965729466488,1.2429214503319121,0
9,-31.0,56.22335327819357,43.529880114386835,354.0771294095885,2.781449843840154,-0.2136179633515654,3.1156622285182083,1.2365839421168427,0
10,-30.5,55.417550327204765,42.887185421852095,351.1879258962717,1.574921491039292,-1.423314127050876,1.911662344114275,1.2340554737199136,0
11,-30.0,55.271721307160625,42.86860743848737,350.9911069010647,-0.8888241697111122,2.3970961742625816,-0.5497407350134531,1.2317128920972378,0
12,-29.5,53.61560690869094,42.148433834032204,347.3405363440123,2.9387142321583934,-0.06590238689036197,-3.011856728214708,1.2381819799884113,0
13,-29.0,52.94397387360365,42.86731100214292,346.63728499411826,0.4730810618492099,-2.5322280070981122,0.8117409176531026,1.232136470991004,0
14,-28.5,52.22144371330089,42.76601223623414,343.14262972007754,-1.985371058902772,1.287391950297285,-1.6491157373482506,1.2345410052403754,0
15,-28.0,51.81813562418576,42.487216355003994,343.2768578274681,1.8245012639730023,-1.1750879973199613,2.1717846919437127,1.2235128988241861,0
16,-27.5,49.72866448194916,40.820533219157134,338.9732787273443,-0.6261248420635352,2.6617738484897995,-0.28527724085498435,1.229948725586346,0
17,-27.0,50.26913602617123,41.608058423784314,338.330629403119,-3.098228645417028,0.17073028522543898,-2.7458890125922695,1.218456693970138,0
18,-26.5,48.40593752449033,41.30753937257628,335.8822141388777,0.710154571894802,-2.264568631614898,1.074263983828983,1.2066869148607156,0
19,-26.0,47.93661283744616,41.47348973160334,335.7129904603316,-1.7435622323853106,1.5530909117191478,-1.3872401148506692,1.2144742092602554,0
20,-25.5,46.65588754791963,40.53877858578313,333.2579674106931,2.0877251867536892,-0.9023082524399612,2.4364512205328515,1.2220702930157348,0
21,-25.0,46.233035240480085,40.847891214846555,333.4027313813794,2.1116325578002475,-0.8366748345966027,2.491512683722427,1.1909162008727172,0
22,-24.5,44.57973284975249,40.18049947191714,329.90260577530785,2.1583895952208065,-0.7996240649369221,2.542350708466011,1.186835213549692,0
23,-24.0,44.32240881699095,40.123501961304385,329.84162693506175,-0.2958334967075713,3.033250583932823,0.08193194282132998,1.1930308872659952,0
24,-23.5,42.55137101419589,39.68459924720674,327.4423811672759,-2.761945115630161,0.5567640884297951,-2.3778663767449943,1.1867175879097296,0
25,-23.0,41.94072202659446,39.5660914455101,327.0307467220036,1.0486163040594223,-1.900603336054228,1.4453963694746896,1.174016261379629,0
26,-22.5,40.722929176509616,39.69753382209883,325.0475767794631,-1.4172713331319047,1.926064900196794,-1.0128269934523166,1.1663519871153083,0
27,-22.0,40.469261521513495,39.090706994151816,324.83228918175183,-2.6204458662466545,0.7326190461694573,-2.2183498427844994,1.1687003033327414,0
28,-21.5,39.21167150457991,39.41221051701921,322.9151606662535,2.4463451353248864,-0.47175319117658865,2.86127253958313,1.1558689225366532,0
29,-21.0,39.32677735641904,38.989442359745894,323.4487619749865,0.002565302691439174,-2.9394446504120846,0.3979697919287067,1.1753918375576289,0
30,-20.5,37.047381361481314,38.43249102717796,320.37939660400446,-2.4866669603420424,0.8623331147746202,-2.0617070140173923,1.1458363804702465,0
31,-20.0,36.66423942301642,39.16679182227073,321.05511920305486,1.3374492807460705,-1.5863365310494162,1.761561904648246,1.1466837028927213,0
32,-19.5,35.67103961383715,38.73481893846391,318.3774984950184,-1.1504970111873953,2.236542713126347,-0.699278243274973,1.1195775588824741,0
33,-19.0,35.432033508370324,38.629180652769335,318.8163377471399,-2.341368979703179,1.0212028839086762,-1.9042128529263278,1.1336402000180454,0
34,-18.5,33.67150334401228,37.99286592288057,317.35633156236526,1.4684773434413283,-1.441324024641329,1.9208112360809926,1.1184624341552318,0
35,-18.0,33.87187377852409,38.30316038399015,316.96508473461154,-1.006787709469527,2.3800455222320474,-0.5418235150167939,1.1058321323421634,0
36,-17.5,32.188865656754956,38.35957313693779,315.0599270257757,2.826428818997448,-0.07760608715339229,-3.0038192509528017,1.1178590895655596,0
37,-17.0,31.728989459108845,37.75475869539897,315.3345774059693,0.3412718827532061,-2.534068960879045,0.8213320370302263,1.0907361725178761,0
