Index,Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Bxs_phase_100Hz,Bys_phase_100Hz,Bzs_phase_100Hz,Trial
0,-35.0,33991.12654851737,5478.6227691471795,78479.88853847425,1.3467532562211353,-2.05693669367982,1.520335630452213,0.0
1,-34.0,32925.174168091,5490.654736870263,78005.15650855358,2.6583606594917573,-0.7557873973179382,2.832837085994463,0.0
2,-33.0,31917.252725439845,5493.063206286181,77635.63241102212,-2.318409814998029,0.5504570993753134,-2.136808114891505,0.0
3,-32.0,30957.3197630195,5484.626799559155,77355.97389956462,-1.007775242929313,1.879824974804117,-0.8265889508094578,0.0
4,-31.0,30009.91704608198,5475.525547577216,77099.81635071391,0.30059014656320715,-3.123416896448729,0.4879483862969494,0.0
5,-30.0,29072.408977391227,5465.257203513564,76856.64093381897,0.3517227679004613,-3.066632206814837,0.5445854534391945,0.0
6,-29.0,28132.240156891996,5452.338095085628,76649.90664820326,1.6682674514486473,-1.7217701065019417,1.8559572142291743,0.0
7,-28.0,27145.121474326414,5451.159172125655,76489.68783108206,-2.0564277149192884,0.8401745011482539,-1.858097949745013,0.0
8,-27.0,26122.7487614651,5469.718779561423,76397.82710523396,1.7690708303480975,-1.5850150359349877,1.9660660598595086,0.0
9,-26.0,25123.77508994813,5494.22224534689,76368.83185343248,3.0736259318054913,-0.2775701846101901,-3.003596140510765,0.0
10,-25.0,24104.648148854147,5500.301361901312,76225.36806194398,-1.9069982474315468,1.0154399946589105,-1.692154066903709,0.0
11,-24.0,22927.267092714384,5482.38342484145,75650.04651629314,-1.8546912465610685,1.0854448262368774,-1.636856441912584,0.0
12,-23.0,21613.634379764077,5460.973528242649,74713.75633136064,-3.0668069931964217,-0.13759094535709224,-2.839069271506167,0.0
13,-22.0,20451.14375406808,5453.125579752335,74234.83292391214,-2.380832770548155,0.5239049623795174,-2.1516724206360465,0.0
14,-21.0,19626.77981587454,5456.308745481376,74799.52934584446,-1.7090684863514332,1.2467611656586608,-1.467849323014702,0.0
15,-20.0,18958.20352417264,5471.323841729375,75854.14668527895,-0.3994784827515407,2.51910564812764,-0.15529159527529574,0.0
16,-19.0,18210.47285918045,5519.209540423769,76613.07513814759,0.8976172096722594,-2.420567023269162,1.1572724035221407,0.0
17,-18.0,17344.865998051755,5594.697340536498,76883.15428401118,-0.3034016887968293,2.667549112450226,-0.040388965019537565,0.0
18,-17.0,16356.793471717345,5626.503448377748,76522.73703889785,0.9999035555713179,-2.3206489645497443,1.2702982353075283,0.0
19,-16.0,15213.902643208203,5541.049061431351,75275.80916934587,-0.21655917741171898,2.750624713080767,0.06939546055285659,0.0
20,-15.0,14003.073100268784,5368.298078595912,73544.99935071537,-2.057077538652786,0.9398448493020752,-1.7560095996921168,0.0
21,-14.0,12919.901149886791,5233.705140087744,72444.17363239295,-0.7682421008606372,2.2555782369782866,-0.44461618785719265,0.0
22,-13.0,12086.247466330024,5234.146222275241,72800.25063101195,-1.9688268295029288,1.0487332781884555,-1.646172628279005,0.0
23,-12.0,11452.23121901215,5361.903117957561,74447.59289960217,-0.6811735086405718,2.3652411822640818,-0.33423941157920495,0.0
24,-11.0,10810.067373771035,5520.742331250375,76222.3633564501,-0.020240983009871493,3.06498041683474,0.35021438116060183,0.0
25,-10.0,9984.169872486415,5615.897746293001,77086.83620690304,-2.4897576426117447,0.5907893547901866,-2.1067307186755513,0.0
26,-9.0,9061.292528324759,5657.479575103018,77509.81400950135,-3.096646662131269,0.007057531010845055,-2.6788413558076116,0.0
27,-8.0,8198.467257182738,5694.849341599747,78351.11222767772,0.06503001381213877,-3.054358414930536,0.5145338998253215,0.0
28,-7.0,7332.807116811306,5684.810797631504,78996.93481201971,-2.4457983427381964,0.7688013356940484,-1.9426473452171766,0.0
29,-6.0,6367.730239417002,5578.0974988180715,78462.88514318585,1.3020363351725301,-1.7211579189069315,1.881273719841925,0.0
30,-5.0,5392.1353874592105,5466.731945742169,77367.94490804983,-0.6053678014462062,2.755819916916192,0.04967082537185391,0.0
31,-4.0,4533.568660178438,5476.112496684626,77128.14353464892,-0.6522156175500725,2.8032060045143883,0.10279053340637999,0.0
32,-3.0,3826.673137793813,5585.546600982106,78018.80762208771,2.3311865647147823,-0.2844402209224953,-2.9818174305592513,0.0
33,-2.0,3302.747549701499,5703.177340408297,79464.95601166355,1.5627279851109943,-0.8667287189546777,2.727105407470786,0.0
34,-1.0,3053.567940843745,5789.973188266979,81005.06558482067,-0.6483631417324737,-2.712584314373106,0.8986431354779466,0.0
35,0.0,3150.357380636298,5814.450546180247,81988.437759269,-3.1253350529376145,1.1394021281280888,-1.5576760444831852,0.0
36,1.0,3593.0617097688782,5763.614461497177,82013.26990382731,-2.454081341695663,2.4338104736028363,-0.24669799315786936,0.0
37,2.0,4349.365812715812,5708.210249827419,81705.6452837926,-2.012146162640115,3.1044372556946676,0.4391906539281086,0.0
38,3.0,5343.728501259681,5716.695219511585,81826.07815785642,1.0246858219410737,0.0033286773248044155,-2.6473057000869225,0.0
39,4.0,6438.231346887617,5763.051396707842,82408.89558878292,1.5642661075294628,0.6948538448780519,-1.9615161273439956,0.0
40,5.0,7532.7484389237325,5791.10613107186,83284.57610804406,-2.8245158276723914,2.6309939556821633,-0.02145176394094385,0.0
41,6.0,8664.261035177673,5813.371009181777,84605.39736638578,-0.9586788623410735,-1.7096824683447276,1.9191995614922386,0.0
42,7.0,9921.403315158768,5883.041940450163,86458.82614284953,0.9432098834986872,0.22941010001329645,-2.4241030574344564,0.0
43,8.0,11307.538689667537,5986.494196849337,88385.7955142167,0.9562963227779563,0.2810658140708816,-2.3680211643752864,0.0
44,9.0,12782.918481097775,6056.1657195801545,89901.40356375533,-2.7735134270988957,2.840906575325745,0.20183824502959613,0.0
45,10.0,14331.053360746275,6073.329483892603,91074.72252722138,-1.4939416034336783,-2.1177199940656144,1.5125272221343116,0.0
46,11.0,15924.043245786102,6079.417488590481,92186.34611378447,1.034002642585427,0.4035177400870113,-2.200923734779828,0.0
47,12.0,17555.91981412094,6115.789050989917,93378.3808553049,-0.1683454857642727,-0.7575146066167809,2.8798732279552377,0.0
48,13.0,19286.665255517797,6181.821551266764,94714.29202289114,-1.3951403334070949,-1.981848803394666,1.6785019740647225,0.0
49,14.0,21180.753011317214,6236.014609512478,96252.26412954635,-2.6182668987932836,3.0665524301296494,0.47622743840547205,0.0
50,15.0,23252.72615067087,6247.883331995768,98001.30613253552,1.2036010410961,0.6226719484039482,-1.9823558633295737,0.0
51,16.0,25466.0571777503,6248.444377569837,99895.45522143462,-0.018450578904076406,-0.5624568318742261,3.0972795343123276,0.0
52,17.0,27777.902065978,6287.732506833236,101909.30737220253,-1.2266492654396977,-1.7684438504173015,1.8944140658498818,0.0
53,18.0,30224.42172789097,6363.715895284069,104133.45061875258,2.5872557368410853,2.029715577532072,-0.5630360746832581,0.0
54,19.0,32861.563171528505,6449.299146410331,106597.40987861967,0.12211996564525272,-0.44117361408682765,-3.0223860354028282,0.0
55,20.0,35544.69360132389,6532.363833341814,109005.70165322539,2.6839704541584997,2.110062989614251,-0.45510573321984477,0.0
56,21.0,37971.7158785399,6590.126235593332,110828.31306608782,2.7288593458064865,2.174170276813381,-0.3982840317273625,0.0
57,22.0,40196.1610903717,6612.935284182753,112093.57146135764,1.5212386206616437,0.9144913928795804,-1.6021702974801162,0.0
58,23.0,42848.34229838057,6656.984026809194,113880.15399976165,-0.31122137681492806,-0.9014741387480283,2.8525115789167237,0.0
59,24.0,46402.30429992105,6778.16383937246,117222.02456938065,-2.143720707539301,-2.707538031134067,1.0245599750694914,0.0
60,25.0,50423.19864809412,6937.258346539891,122020.8756343269,2.301838060123623,1.7347991667082343,-0.805896091866258,0.0
61,26.0,53671.23440729132,7012.89811535151,127199.49529060909,0.47032919020681174,-0.13071683139792184,-2.633893445612843,0.0
62,27.0,55107.722784066355,6919.819768913532,131783.27772753098,-0.731969129345288,-1.3776909923315326,2.447769519942948,0.0
63,28.0,55106.09848976476,6732.900995844584,136382.65719999332,2.4725706413316875,1.731691181583193,-0.6397570494928897,0.0
64,29.0,54876.15434187243,6603.219664977968,142127.70978916594,0.6467847411461989,-0.1685728634270771,-2.470728882954401,0.0
65,30.0,54797.2801547841,6570.59773523883,148497.92748713502,-3.064305666523153,2.3424428270012414,0.09891212182175649,0.0
66,31.0,54380.26429201116,6572.5824373069845,154437.81842558194,2.021971029614038,1.0613863028718853,-1.1041300586201266,0.0
67,32.0,53123.156703522436,6570.140829317086,159955.6573450066,2.085466187493103,1.006247629588408,-1.0491637851088822,0.0
68,33.0,50687.434806458106,6587.23764147196,165541.89981805335,0.8924572936680893,-0.2695050738988441,-2.2505623019017884,0.0
69,34.0,46939.02688216282,6648.467286082524,171477.57366070754,-0.3000385834603478,-1.5837337566685263,2.8290830812260714,0.0
70,35.0,42259.44734246448,6737.300126667884,177723.9597214854,-1.4823937104235412,-2.8656772438264677,1.6265533111009718,0.0
71,-35.0,38382.81394393912,6214.1230444836365,90226.30736214342,-0.22559857315138745,2.66591352893302,-0.04980172234159587,1.0
72,-34.0,38757.48620876303,6444.176936598193,93005.60134793085,-2.0561181628415617,0.8213029463169593,-1.8803715698798307,1.0
