Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz,Phase Difference
-35,94.8013124917577,53.48491970858408,423.1957036593231,1.3119167264116463
-34,92.7312282942288,52.17593210046357,416.5540880641981,1.3078982337108407
-33,89.71170286489657,51.093490035396805,410.14256379857056,1.3047689749793434
-32,87.16404400044458,51.02385715051448,405.1207304675017,1.2991155321562127
-31,84.59904658626068,49.92139994487352,399.33641765860875,1.2986311750504766
-30,81.95928325350953,49.18508208193233,394.1734833990906,1.2961981767977706
-29,78.40467321808428,48.11608311507556,389.29304416798027,1.2964810084855414
-28,76.60986949144986,47.438050287803605,385.44894412402283,1.2883916054629065
-27,72.38121832356916,46.691388187754775,379.36489566412746,1.2773023144762172
-26,69.1049336632919,46.303375273971334,375.44411359469086,1.2753962703298312
-25,66.85500848205137,45.787488470390876,372.11939378922716,1.2728174826032255
-24,63.182816979230516,45.35582484653591,368.08304223646013,1.2571039618224058
-23,60.27211060521694,44.511218076316936,365.0191567343965,1.2458113276007665
-22,57.24869168817177,44.62358350468998,362.28191563053764,1.2404912920094748
-21,54.39956061065576,43.67221430891713,358.71679494653995,1.2250316753453656
-20,50.557760980981094,43.17892053131624,355.52218929219936,1.2127300745817242
-19,48.31254813805609,42.940931205803146,353.03695790220627,1.1997689644158547
-18,46.0639954609911,42.688710685612115,351.36440265065943,1.1801503479252373
-17,42.31443661591445,42.50322254728846,348.54039715237667,1.1641535323847851
-16,39.851544553866006,42.01177501361122,346.5608626933827,1.1473056940397168
-15,36.84854304961618,41.38468901635368,344.42508699856563,1.1147511835469908
-14,34.12707422509393,41.66863739933762,342.57805077835457,1.0840887498053302
-13,31.605022442428822,41.51847108912415,341.02648099086485,1.052599178366908
-12,29.28585061561495,40.94461345533549,339.89877056541894,1.0177793354398788
-11,26.559708132473503,40.73583695645626,338.70656809962617,0.9740929519592664
-10,23.9519346139562,40.65117282756345,337.81481828842715,0.9191636909424385
-9,21.495985040766495,40.76330206627646,336.29846670510557,0.8367935423796479
-8,19.36315364829774,40.412825104311274,335.7262008564591,0.7618297520646986
-7,17.085715453934238,40.351566671790344,335.00897287099644,0.6464494076987468
-6,14.849167638829085,39.9013271531165,333.93555481592483,0.48487905161921335
-5,13.602412951076294,39.533601993302284,333.8847199572038,0.36796619774416744
-4,12.841390178923135,39.54785843807965,333.28150883284246,0.1351300939692466
-3,12.66366964891309,39.808758115093205,333.54232323332445,-0.07095087308266787
-2,12.476739950397699,39.90462197372895,333.34869273193885,-0.3604535700107636
-1,13.983053161021438,39.720670200824095,333.5136853445033,-0.567073410690034
0,14.044118669560575,40.026728065486786,333.397341384644,-0.5660886947090118
1,16.979809378165722,39.81917724192981,334.3173590331424,-0.8610274326038331
2,19.171219953249768,39.88033499234419,334.094067943703,-0.9643979439406044
3,21.71226952345968,39.99758694045896,334.6065593326743,-1.075018750155149
4,23.418871188362832,39.51855451661308,334.9251889256864,-1.132906668250038
5,26.762640236178186,39.88123866170723,335.86184406860457,-1.2060467486306494
6,28.8157282743586,39.95306201101184,336.20164671208175,-1.2330860747327503
7,31.168708661052943,39.78271352747942,337.2509012015257,-1.27102530189714
8,33.72743653819351,40.09624994069093,338.77383622438634,-1.3098079787532306
9,36.980911859584374,40.33814175852191,339.4355467865612,-1.331866278946177
10,39.767994314588066,40.50131031477586,341.39421105677343,-1.3510734746354138
11,43.28472421519166,40.44739334013881,343.08763215856,-1.380877006124608
12,46.435643678294234,40.95035437908856,345.07815846025824,-1.3978780845961338
13,48.523874828641176,40.61348447110745,346.4681097358796,-1.4092536540324403
14,52.09414129638634,40.92598569994104,348.87976871351935,-1.4282413563431298
15,55.42321043630964,41.37925251937636,351.1660641833302,-1.4425313078192443
16,59.06276360300475,41.659247864569856,354.3772178552672,-1.453600480543925
17,62.57429662938876,42.043000579999,357.2857575324101,-1.4692456478739704
18,65.80774604111656,42.101834507188244,360.09129943929764,-1.4794858701250346
19,69.20072994611871,42.54397017478903,363.6355685950154,-1.4904551241159896
20,73.19798865346314,43.526151746806,367.52945377158085,-1.49715994688469
21,76.87573179163007,43.52990868539842,371.4861282123004,-1.5045229885730784
22,79.73499079449782,44.19082683422764,375.13147380600964,-1.507888767801317
23,82.6834080621767,44.83236060433404,379.2951403798825,-1.5135749445323434
24,86.46003493909141,45.33888472961579,384.0163277302275,-1.5178555020952846
25,90.5378191180123,46.03953708159687,389.74895155160556,-1.5216807078566068
26,92.99752066470118,46.68209386657433,393.65639086517876,-1.5292710194392118
27,96.45245104614439,47.49276189565942,399.30493687434824,-1.5285307871580354
28,99.69752352289758,48.1322568573976,406.2412658933745,-1.5330333079660328
29,102.62611538935722,48.400885545162964,411.11900388096,-1.5349112940988998
30,105.47749423081795,49.360532646347764,417.4509625838752,-1.5379926691813715
31,107.74888428010155,50.48856084483654,423.7256257227062,-1.5391726764545204
32,110.2971085506171,51.78033926508715,430.40398719653484,-1.539300829638097
33,112.9300155704842,52.72938798098872,437.72662862487937,-1.5395455114965364
34,114.80355163590194,53.61106050413645,445.3712827888937,-1.5421363878301506
35,116.88120192949685,55.38841840861633,455.25657337323196,-1.541806525546731
