Angle,Bxs_fft_100Hz,Bys_fft_100Hz,Bzs_fft_100Hz
-35,11077.424849242794,10794.606352461908,74909.57695397915
-34,11005.878242032331,10771.232602602136,74626.62358473372
-33,10873.777271017052,10671.650403861677,74264.41070482908
-32,10061.82328348186,9930.863251815064,69107.59765420883
-31,10523.788039173432,10489.923824734393,73409.78556822431
-30,10280.40967044316,10409.32282055638,73205.28991997302
-29,10143.748697536676,10162.277225054338,72902.70768840853
-28,9492.783093940508,9709.607863023795,67938.49960790502
-27,9206.902792811146,9648.6714096549,67699.13650688335
-26,9461.033398040325,10098.07284227426,72097.87665123149
-25,9271.964635608556,10081.885444101992,71911.20155000812
-24,9171.568460104354,10025.053076686,71704.82634424428
-23,8285.552683510172,9453.191356685078,67074.86215649097
-22,8515.06660730836,9837.931003610644,71335.04074422854
-21,8459.759720067093,10034.46871639586,71244.24574010816
-20,8199.65821223498,9925.678845279328,71084.71458204003
-19,7711.877026548168,9953.142873091594,71033.9926766194
-18,7592.789544320508,9777.688073663136,70970.93984628923
-17,7132.019002682285,9886.000274883943,70902.65346574337
-16,6890.727301158552,9736.2046444872,70766.49319301707
-15,6415.438914492926,9897.909068594983,70694.5694580216
-14,6384.819432719988,9768.8283519502,70736.78286929219
-13,5884.337273116447,9748.667461159755,70539.36830304124
-12,5672.311560531625,9808.791192425548,70454.26082268015
-11,5489.449891520321,9697.674005263849,70458.4275182048
-10,5015.601502028439,9431.961881861042,70504.62231700729
-9,4897.124813065225,9689.861649911074,70644.31985176656
-8,4511.087763469681,9661.521628507244,70455.682433501
-7,4140.184997837083,9555.936427688464,70720.2639820804
-6,3751.548573630089,9577.203798022842,70674.16849562575
-5,3494.509582885116,9460.442872926817,70763.82283973946
-4,3255.7110324728365,9652.928081509395,71046.05982448586
-3,2908.8489706027217,9610.551327236568,71113.60880903443
-2,2872.927254567569,9672.55961712406,71384.43150550293
-1,2956.289193677016,9641.581984438297,71697.2477051385
0,2710.9084950573656,9712.109695051691,71632.70478593715
1,2771.0486895868,9808.771092340428,72245.95234263167
2,2874.023459977044,9804.228414106212,72739.63785280114
3,3043.127845767008,9783.271795606935,73120.90311993418
4,3230.672334895812,9758.011355138942,73379.86799527
5,3731.758873534703,9953.616749551556,73783.23649330983
6,3864.000174083812,9883.638545396076,74206.83540616087
7,4321.791542760898,9831.199477388484,74526.55179776436
8,4585.4750007239945,9320.003360162396,70053.73412473261
9,4738.974147189253,9260.166011902642,70614.1561077899
10,5221.896175709815,9383.512628879058,71122.19547936344
11,5771.550834258747,9281.245551355734,71895.59631958205
12,6293.089004518378,9664.049306591623,72158.19486001805
13,7221.002898156865,10226.239412930408,77721.58674727233
14,7599.319579175717,10307.422960871538,78295.70415911042
15,7920.447714378032,9797.269827927055,74058.36037243198
16,9061.210072218892,10433.01165222569,80163.99137289797
17,9634.41776319745,10773.216404523588,81026.75879599848
18,10256.62585039579,10652.674283095268,81698.17593365717
19,11140.878012158508,10842.299585287592,82823.0949025364
20,11888.46549161963,11055.857624494962,83908.81323942017
21,12411.72287118326,11081.345450063594,85041.70760913992
22,13009.03309341835,11307.517886275496,86069.96914603318
23,13530.024121791314,11386.909878735758,87164.54183160314
24,14400.58461468428,11574.723968929771,88751.85523989923
25,15407.355166155345,11812.601534970478,90506.57501098486
26,15856.354972539246,11910.435325262457,91833.31884597488
27,16517.11335521454,12391.470649574125,93342.97053704275
28,17542.474646136347,12624.973146987497,95371.79398325064
29,18070.129079205115,12593.738361344973,96758.97803393332
30,18431.53311206455,13022.385986516154,98816.06083759588
31,19173.173530804343,13178.55129411799,100726.58906507897
32,19713.20617096392,13598.847259097009,102429.24057125046
33,20145.67125760503,13799.122299749071,104660.16169824482
34,20564.199823277377,14134.302829796954,106646.1438044836
35,21122.63401339666,14744.08429929632,109567.369483052
